mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex
5322-7680-0024_60-121082-0021_198-126831-0031,5322,M,60,M,198,F
87-121553-0095_4195-17507-0010_8226-274371-0048,87,F,4195,F,8226,M
911-128684-0056_1737-142397-0007_26-496-0002,911,M,1737,F,26,M
1992-141719-0039_1116-137572-0051_5339-14133-0045,1992,F,1116,F,5339,F
125-121124-0007_6064-56165-0004_4640-19188-0029,125,F,6064,F,4640,F
7078-271888-0087_6437-66173-0041_426-122819-0026,7078,F,6437,M,426,F
8630-305212-0022_1594-135914-0088_2002-139469-0071,8630,M,1594,M,2002,M
27-123349-0011_4441-76262-0029_6064-56165-0030,27,M,4441,M,6064,F
3486-166446-0006_7302-86814-0038_2289-152258-0038,3486,M,7302,F,2289,M
1455-138263-0014_8108-274318-0035_6081-41997-0031,1455,M,8108,M,6081,M
103-1241-0008_2136-5143-0027_4018-103416-0016,103,F,2136,M,4018,M
5339-14134-0045_4340-15220-0017_8580-287364-0030,5339,F,4340,F,8580,M
4137-11701-0046_5456-62014-0014_2002-139469-0107,4137,F,5456,M,2002,M
5688-41232-0044_150-126112-0002_1334-135589-0073,5688,F,150,F,1334,M
250-142276-0044_4340-15220-0046_3374-298026-0011,250,F,4340,F,3374,M
669-129061-0057_7402-90848-0059_4160-14187-0022,669,F,7402,M,4160,F
6836-76549-0031_2910-131096-0085_5456-58161-0017,6836,M,2910,F,5456,M
302-123504-0004_4788-91208-0028_6454-93938-0017,302,F,4788,M,6454,M
8098-278252-0035_163-122947-0069_1578-140049-0009,8098,M,163,M,1578,F
3112-9555-0076_4680-16026-0015_1841-179183-0038,3112,F,4680,F,1841,F
150-126107-0006_8088-284756-0045_6529-62554-0025,150,F,8088,M,6529,M
6147-34605-0014_6454-93938-0027_103-1241-0012,6147,F,6454,M,103,F
3374-298026-0030_1743-142912-0003_5456-62043-0036,3374,M,1743,M,5456,M
3807-4923-0034_4898-20016-0010_6415-116629-0022,3807,M,4898,M,6415,F
4788-94904-0009_6147-34605-0034_6563-285357-0039,4788,M,6147,F,6563,M
4481-17498-0022_5703-47212-0019_2911-7601-0046,4481,F,5703,M,2911,M
8108-280354-0011_441-128988-0010_6476-57446-0047,8108,M,441,F,6476,F
5678-43301-0006_1098-133695-0044_2910-131096-0057,5678,M,1098,F,2910,F
2893-139322-0009_8123-275193-0011_6818-68772-0048,2893,M,8123,F,6818,F
83-3054-0014_2514-149482-0018_7367-86737-0020,83,F,2514,M,7367,M
1992-141719-0007_5339-14133-0023_7067-76048-0014,1992,F,5339,F,7067,M
8838-298546-0043_5750-100289-0023_1034-121119-0087,8838,M,5750,M,1034,M
4830-25904-0001_2391-145015-0035_3607-135982-0017,4830,M,2391,F,3607,M
1737-142396-0012_5192-19397-0080_8580-287363-0020,1737,F,5192,M,8580,M
2843-152918-0007_1898-145720-0012_1355-39947-0094,2843,M,1898,F,1355,M
6064-56168-0011_7059-77897-0026_6415-116629-0015,6064,F,7059,F,6415,F
83-9960-0013_4160-11549-0037_5022-29411-0040,83,F,4160,F,5022,F
911-130578-0020_1455-138263-0045_2436-2476-0010,911,M,1455,M,2436,M
7148-82991-0024_1246-124550-0028_460-172359-0018,7148,F,1246,F,460,M
289-121652-0011_78-369-0055_3857-182317-0021,289,F,78,M,3857,M
5339-14133-0008_8425-246962-0029_1992-141719-0021,5339,F,8425,M,1992,F
83-11691-0032_8838-298545-0033_2817-142380-0006,83,F,8838,M,2817,F
87-121553-0049_3168-173564-0009_3240-131232-0006,87,F,3168,M,3240,M
103-1240-0005_7302-86815-0084_8108-280354-0023,103,F,7302,F,8108,M
4137-11702-0046_163-121908-0008_2764-36617-0033,4137,F,163,M,2764,F
1246-135815-0008_7859-102519-0029_887-123290-0003,1246,F,7859,F,887,F
1235-135883-0047_4018-107312-0027_1263-139804-0029,1235,M,4018,M,1263,F
5703-47212-0030_911-128684-0012_2002-139469-0108,5703,M,911,M,2002,M
3857-182315-0044_302-123523-0001_6476-57446-0052,3857,M,302,F,6476,F
8770-295463-0026_201-122255-0002_1263-138246-0002,8770,M,201,M,1263,F
2843-152918-0092_4362-15663-0018_4051-11217-0019,2843,M,4362,F,4051,F
1578-6379-0037_6563-63821-0011_8609-262281-0021,1578,F,6563,M,8609,M
5789-57158-0001_332-128985-0067_6531-61334-0105,5789,F,332,M,6531,F
1723-141149-0066_5390-30102-0017_6531-61334-0082,1723,M,5390,M,6531,F
625-132118-0025_3168-173564-0018_6367-65536-0048,625,M,3168,M,6367,M
1116-132847-0022_7505-258958-0014_7190-90543-0032,1116,F,7505,M,7190,M
8797-294123-0072_4088-158077-0085_445-123857-0030,8797,M,4088,F,445,M
3486-166424-0016_1737-146161-0015_163-122947-0019,3486,M,1737,F,163,M
4160-11549-0008_3947-13262-0010_5750-100289-0004,4160,F,3947,F,5750,M
6848-252323-0027_201-127786-0002_8095-274345-0029,6848,M,201,M,8095,M
4340-15220-0006_6385-34669-0000_7302-86814-0049,4340,F,6385,F,7302,F
89-219-0058_4051-11217-0041_5339-14134-0029,89,F,4051,F,5339,F
2416-152139-0032_4051-11218-0041_3982-178459-0059,2416,F,4051,F,3982,F
118-47824-0027_445-123857-0024_2989-138035-0024,118,M,445,M,2989,F
3259-158083-0037_8425-292520-0027_5322-7679-0021,3259,F,8425,M,5322,M
26-496-0001_8051-118101-0033_201-127786-0025,26,M,8051,F,201,M
446-123501-0060_6476-57446-0008_196-122159-0007,446,M,6476,F,196,M
7190-90542-0073_405-130895-0021_5808-54425-0038,7190,M,405,M,5808,M
2007-149877-0048_87-121553-0039_3242-67168-0024,2007,F,87,F,3242,M
1088-134318-0010_8063-274112-0032_3664-178355-0021,1088,F,8063,M,3664,M
8630-305213-0007_7278-246956-0015_911-128684-0037,8630,M,7278,M,911,M
481-123720-0021_311-124404-0002_7264-92316-0007,481,M,311,M,7264,M
909-131045-0039_5703-47198-0012_8630-305213-0048,909,M,5703,M,8630,M
8014-112602-0033_2002-139469-0035_4137-11702-0056,8014,F,2002,M,4137,F
248-130652-0015_6454-93938-0021_4788-94904-0024,248,F,6454,M,4788,M
298-126791-0021_7264-92316-0024_909-131041-0031,298,F,7264,M,909,M
4813-248641-0039_8226-274371-0015_5652-19215-0018,4813,M,8226,M,5652,F
27-123349-0031_446-123501-0026_233-134440-0010,27,M,446,M,233,M
5688-41232-0022_248-130644-0007_19-227-0028,5688,F,248,F,19,F
374-180298-0054_8324-286682-0047_7113-86041-0054,374,M,8324,F,7113,F
1246-124548-0004_4051-10927-0001_2092-145706-0008,1246,F,4051,F,2092,F
5049-25947-0048_4481-17499-0013_7113-86041-0108,5049,M,4481,F,7113,F
4397-15666-0005_4813-248641-0016_8580-287364-0039,4397,M,4813,M,8580,M
6836-61804-0025_2092-145709-0017_8312-279791-0050,6836,M,2092,F,8312,F
125-121124-0016_5750-100289-0053_1737-148989-0026,125,F,5750,M,1737,F
5192-19396-0030_4137-11702-0014_7505-258964-0032,5192,M,4137,F,7505,M
1098-133695-0033_8324-286682-0020_1723-141149-0089,1098,F,8324,F,1723,M
3664-178355-0024_60-121082-0003_5703-47198-0029,3664,M,60,M,5703,M
2764-36619-0029_78-369-0041_441-128982-0001,2764,F,78,M,441,F
839-130898-0037_4214-7146-0072_4898-28461-0045,839,M,4214,F,4898,M
7148-7763-0029_19-227-0012_4160-11550-0026,7148,F,19,F,4160,F
1334-135589-0102_302-123504-0017_669-129061-0061,1334,M,302,F,669,F
4859-22176-0005_7190-90543-0042_7113-86041-0059,4859,M,7190,M,7113,F
8770-295462-0032_1246-135815-0019_5022-29411-0002,8770,M,1246,F,5022,F
4137-11702-0013_1246-124550-0000_6925-80680-0076,4137,F,1246,F,6925,M
4340-15220-0031_460-172359-0004_2436-2476-0036,4340,F,460,M,2436,M
254-27760-0003_1116-137572-0042_5750-100289-0072,254,M,1116,F,5750,M
8580-287364-0049_2952-407-0010_4788-91208-0014,8580,M,2952,M,4788,M
1455-134435-0051_125-121124-0076_909-131041-0017,1455,M,125,F,909,M
7059-88364-0001_5390-30096-0018_322-124146-0006,7059,F,5390,M,322,F
1723-141149-0080_1624-168623-0049_233-134440-0013,1723,M,1624,M,233,M
4859-22176-0013_198-126831-0028_196-122159-0017,4859,M,198,F,196,M
6880-216547-0031_6415-111615-0013_1502-122619-0021,6880,M,6415,F,1502,F
1926-143879-0005_5808-48608-0007_6563-63821-0014,1926,F,5808,M,6563,M
839-130898-0095_5867-48852-0097_3374-298032-0023,839,M,5867,F,3374,M
8975-270782-0063_6454-107462-0025_7178-34644-0029,8975,F,6454,M,7178,F
198-209-0011_7148-82991-0010_6415-100596-0022,198,F,7148,F,6415,F
1502-122615-0013_6848-76049-0027_8095-274345-0003,1502,F,6848,M,8095,M
2007-132570-0032_1098-133695-0065_696-92939-0013,2007,F,1098,F,696,F
4014-186175-0034_5393-19219-0006_5463-39174-0018,4014,M,5393,F,5463,M
1737-142397-0027_2007-149877-0018_4859-29340-0010,1737,F,2007,F,4859,M
441-128988-0006_7511-102419-0025_3982-182255-0039,441,F,7511,F,3982,F
8580-287363-0008_3983-5371-0011_8609-262281-0034,8580,M,3983,F,8609,M
311-124404-0081_696-93314-0007_7794-295947-0030,311,M,696,F,7794,F
405-130894-0041_311-124404-0107_1624-168623-0052,405,M,311,M,1624,M
7517-100429-0018_441-128988-0016_4441-76262-0015,7517,F,441,F,4441,M
426-122821-0032_7278-246956-0016_211-122442-0008,426,F,7278,M,211,F
5463-39174-0035_2764-36619-0028_7511-102419-0007,5463,M,2764,F,7511,F
3879-173592-0020_3486-166446-0036_7794-295947-0033,3879,F,3486,M,7794,F
1841-150351-0000_5561-41615-0026_26-496-0022,1841,F,5561,F,26,M
3664-11714-0031_6836-61803-0038_1553-140048-0008,3664,M,6836,M,1553,F
5561-41616-0037_2911-15045-0022_2518-154826-0047,5561,F,2911,M,2518,M
7511-102419-0001_7447-91187-0065_3947-13262-0039,7511,F,7447,M,3947,F
7078-271888-0029_7148-59157-0031_1034-121119-0012,7078,F,7148,F,1034,M
2911-7601-0000_1867-154075-0043_5456-62043-0020,2911,M,1867,M,5456,M
8629-261139-0036_1737-146161-0013_8095-274345-0008,8629,M,1737,F,8095,M
6925-80680-0002_4813-248641-0022_1363-135842-0010,6925,M,4813,M,1363,F
7178-34644-0036_2007-149877-0011_2910-131096-0090,7178,F,2007,F,2910,F
4680-16041-0026_4830-25898-0024_6367-65536-0052,4680,F,4830,M,6367,M
6415-116629-0027_6818-76332-0018_229-130880-0088,6415,F,6818,F,229,M
2182-181173-0001_3807-4955-0029_458-126305-0001,2182,F,3807,M,458,M
2910-131096-0019_4088-158077-0000_6476-96661-0029,2910,F,4088,F,6476,F
8063-274115-0025_8609-262281-0022_3879-173592-0016,8063,M,8609,M,3879,F
6836-61803-0042_332-128985-0023_2436-2477-0007,6836,M,332,M,2436,M
3607-29116-0026_5778-54535-0045_19-227-0004,3607,M,5778,F,19,F
5750-100289-0046_2384-152900-0067_5808-54425-0003,5750,M,2384,M,5808,M
8770-295463-0015_4088-158077-0029_248-130697-0023,8770,M,4088,F,248,F
4898-28461-0033_5867-48852-0087_4018-107338-0009,4898,M,5867,F,4018,M
2196-170379-0016_1183-133256-0000_1334-135589-0027,2196,F,1183,F,1334,M
39-121914-0018_8051-119902-0014_4018-103416-0014,39,F,8051,F,4018,M
7264-92310-0012_2182-181183-0008_2764-36619-0040,7264,M,2182,F,2764,F
5456-62043-0035_302-123523-0029_6848-252322-0007,5456,M,302,F,6848,M
8108-274318-0014_2159-179154-0008_6531-61334-0024,8108,M,2159,M,6531,F
248-130644-0006_8095-274346-0003_831-130739-0060,248,F,8095,M,831,M
5456-62043-0004_5514-19192-0008_311-124404-0059,5456,M,5514,F,311,M
19-227-0034_5192-19396-0002_2764-36616-0026,19,F,5192,M,2764,F
7800-283493-0027_4788-91208-0000_8838-298545-0012,7800,F,4788,M,8838,M
6000-86686-0015_248-130697-0014_3947-13262-0038,6000,F,248,F,3947,F
3982-182255-0044_6836-61804-0015_2910-131096-0067,3982,F,6836,M,2910,F
78-369-0039_328-129766-0011_7511-102420-0038,78,M,328,F,7511,F
6181-216552-0008_5688-41232-0028_7367-86737-0078,6181,M,5688,F,7367,M
322-124146-0001_1263-139804-0016_150-126107-0035,322,F,1263,F,150,F
3214-167602-0015_328-129766-0060_6836-61804-0026,3214,M,328,F,6836,M
7190-90543-0010_4406-16883-0049_8465-246947-0002,7190,M,4406,M,8465,F
5561-41615-0046_4898-28461-0020_6415-111615-0036,5561,F,4898,M,6415,F
6836-76549-0023_1235-135884-0022_730-360-0001,6836,M,1235,M,730,F
4195-17507-0000_8747-293952-0061_2416-152139-0006,4195,F,8747,M,2416,F
1578-6379-0012_1992-141719-0003_103-1241-0014,1578,F,1992,F,103,F
441-128982-0007_831-130739-0035_6147-34606-0026,441,F,831,M,6147,F
27-123349-0043_4406-16883-0046_3259-158083-0025,27,M,4406,M,3259,F
3242-67153-0016_5104-33407-0035_311-124404-0047,3242,M,5104,M,311,M
1081-125237-0097_5867-48852-0098_412-126975-0022,1081,M,5867,F,412,M
4406-16882-0066_4853-27671-0003_32-21631-0009,4406,M,4853,F,32,F
39-121914-0021_1926-143879-0011_831-130739-0043,39,F,1926,F,831,M
1355-39947-0086_3982-178459-0051_8975-270782-0103,1355,M,3982,F,8975,F
8238-283452-0008_8098-278252-0005_412-126975-0069,8238,F,8098,M,412,M
4406-16882-0057_6385-220959-0011_403-216-0005,4406,M,6385,F,403,F
4297-13006-0016_4018-103416-0001_19-198-0031,4297,F,4018,M,19,F
2136-5140-0040_6078-54007-0009_1455-134435-0048,2136,M,6078,F,1455,M
196-122159-0002_125-121124-0048_4830-25904-0019,196,M,125,F,4830,M
5463-39173-0011_4160-11550-0001_8770-295465-0011,5463,M,4160,F,8770,M
1867-154071-0020_4406-16882-0065_6019-3185-0039,1867,M,4406,M,6019,M
60-121082-0096_6209-34601-0034_8609-262281-0015,60,M,6209,M,8609,M
5456-24741-0007_6818-68772-0016_6880-216547-0060,5456,M,6818,F,6880,M
2002-139469-0003_1926-143879-0003_8630-305212-0026,2002,M,1926,F,8630,M
254-27760-0022_1455-134435-0016_3235-28452-0032,254,M,1455,M,3235,F
7059-88364-0013_3879-173592-0022_3486-166424-0074,7059,F,3879,F,3486,M
118-47824-0086_3607-135982-0004_8468-295198-0025,118,M,3607,M,8468,F
6019-3185-0034_8063-274116-0029_8226-274371-0034,6019,M,8063,M,8226,M
2436-2481-0004_8419-293469-0022_1355-39947-0046,2436,M,8419,M,1355,M
83-9960-0051_311-124404-0062_7511-102419-0046,83,F,311,M,7511,F
2436-2476-0040_3112-9554-0008_332-128985-0031,2436,M,3112,F,332,M
1867-154071-0044_2952-410-0017_6415-111615-0017,1867,M,2952,M,6415,F
8014-112602-0011_1116-132851-0021_2691-156755-0000,8014,F,1116,F,2691,F
1970-26100-0010_8051-118101-0025_8770-295463-0012,1970,F,8051,F,8770,M
426-122819-0019_211-122425-0021_7859-102519-0009,426,F,211,F,7859,F
5456-62043-0006_8425-291444-0000_460-172359-0079,5456,M,8425,M,460,M
1970-10594-0027_150-132655-0028_8838-298546-0010,1970,F,150,F,8838,M
7278-246956-0032_1723-141149-0104_83-9960-0006,7278,M,1723,M,83,F
625-132112-0016_3983-5331-0044_4160-11550-0032,625,M,3983,F,4160,F
1926-147987-0024_7278-104730-0017_4441-76250-0023,1926,F,7278,M,4441,M
3526-175658-0015_3214-167606-0003_2843-152918-0081,3526,F,3214,M,2843,M
163-122947-0084_3947-13260-0037_2514-149482-0088,163,M,3947,F,2514,M
1040-133433-0012_7800-283493-0016_150-126112-0022,1040,M,7800,F,150,F
307-127535-0006_5463-39174-0008_7800-283478-0008,307,M,5463,M,7800,F
8419-286676-0006_19-227-0019_7800-283478-0023,8419,M,19,F,7800,F
332-128985-0088_8095-274345-0030_4640-19189-0000,332,M,8095,M,4640,F
426-122819-0024_8747-293952-0058_5339-14134-0044,426,F,8747,M,5339,F
7178-34644-0042_5322-7679-0016_2893-139310-0018,7178,F,5322,M,2893,M
696-93314-0004_426-122822-0017_3699-47246-0011,696,F,426,F,3699,M
6064-300880-0036_6385-34655-0034_3879-174923-0048,6064,F,6385,F,3879,F
8014-112602-0008_3112-9555-0033_7113-86041-0023,8014,F,3112,F,7113,F
8629-261139-0028_250-140277-0012_8095-274345-0004,8629,M,250,F,8095,M
696-92939-0006_481-123719-0006_4160-14187-0026,696,F,481,M,4160,F
163-122947-0036_125-121124-0071_6209-34600-0031,163,M,125,F,6209,M
2764-36617-0020_3664-178366-0034_625-132112-0022,2764,F,3664,M,625,M
2436-2477-0010_441-128982-0012_5867-48852-0091,2436,M,441,F,5867,F
3879-173592-0014_458-126294-0004_7367-86737-0091,3879,F,458,M,7367,M
831-130739-0005_5750-100289-0061_4018-107338-0032,831,M,5750,M,4018,M
4441-76263-0041_2002-139469-0015_911-128684-0066,4441,M,2002,M,911,M
211-122425-0072_7302-86814-0012_6529-62554-0037,211,F,7302,F,6529,M
5778-54535-0017_60-121082-0056_233-134440-0048,5778,F,60,M,233,M
89-219-0064_6880-216547-0079_4788-91208-0033,89,F,6880,M,4788,M
6476-57446-0000_4195-186238-0016_6454-93938-0006,6476,F,4195,F,6454,M
6147-34607-0034_1963-142776-0020_887-123290-0012,6147,F,1963,F,887,F
27-123349-0050_2911-7601-0033_1723-141149-0038,27,M,2911,M,1723,M
3723-171631-0043_1578-6379-0048_1183-133255-0008,3723,M,1578,F,1183,F
196-122159-0009_6272-70171-0029_1081-125237-0021,196,M,6272,F,1081,M
8324-286681-0001_587-41611-0017_831-130739-0025,8324,F,587,F,831,M
1116-137572-0024_2691-156750-0003_1594-135914-0110,1116,F,2691,F,1594,M
3607-135982-0013_458-126294-0016_7517-100437-0005,3607,M,458,M,7517,F
1034-121119-0005_229-130880-0011_4397-15668-0000,1034,M,229,M,4397,M
2002-139469-0041_458-126305-0036_5652-39938-0064,2002,M,458,M,5652,F
2518-154826-0031_1183-124566-0002_8609-283227-0023,2518,M,1183,F,8609,M
2911-15045-0013_8580-287364-0006_7302-86814-0046,2911,M,8580,M,7302,F
625-132118-0020_7367-86737-0077_909-131041-0025,625,M,7367,M,909,M
332-128985-0077_6000-55211-0032_587-54108-0033,332,M,6000,F,587,F
7794-295955-0008_7780-274562-0001_200-124139-0000,7794,F,7780,F,200,F
4813-248641-0033_6415-100596-0002_298-126791-0020,4813,M,6415,F,298,F
4014-186183-0023_8770-295462-0041_7190-90543-0026,4014,M,8770,M,7190,M
289-121665-0044_302-123516-0017_87-121553-0086,289,F,302,F,87,F
1447-130552-0006_1034-121119-0091_7367-86737-0017,1447,F,1034,M,7367,M
1963-142776-0018_3235-11599-0003_7505-258958-0025,1963,F,3235,F,7505,M
587-41619-0003_8051-119902-0030_32-21625-0017,587,F,8051,F,32,F
6529-62556-0010_2518-154826-0023_1363-135842-0022,6529,M,2518,M,1363,F
1040-133433-0031_441-130108-0041_250-142276-0049,1040,M,441,F,250,F
405-130895-0032_2836-5354-0011_7517-100429-0013,405,M,2836,F,7517,F
6019-3185-0108_1088-134318-0007_6415-111615-0000,6019,M,1088,F,6415,F
3526-175658-0022_7278-246956-0014_1926-147987-0002,3526,F,7278,M,1926,F
1926-143879-0026_328-129766-0084_4267-78186-0022,1926,F,328,F,4267,M
6064-300880-0018_8630-305212-0000_730-360-0003,6064,F,8630,M,730,F
7402-90848-0058_426-122821-0037_8425-292520-0023,7402,M,426,F,8425,M
2384-152900-0035_5104-33406-0035_6081-42010-0032,2384,M,5104,M,6081,M
1246-124548-0023_8419-286676-0020_5514-19193-0018,1246,F,8419,M,5514,F
302-123516-0033_1594-135914-0005_1624-142933-0019,302,F,1594,M,1624,M
311-124404-0043_4297-13006-0032_118-47824-0014,311,M,4297,F,118,M
1624-168623-0053_5514-19192-0025_6078-54007-0011,1624,M,5514,F,6078,F
7780-274562-0032_311-124404-0049_4088-158079-0006,7780,F,311,M,4088,F
696-92939-0015_6147-34606-0003_7148-7763-0024,696,F,6147,F,7148,F
2092-145706-0056_8770-295465-0039_7505-258958-0016,2092,F,8770,M,7505,M
3879-173592-0017_7794-295947-0020_2989-138028-0020,3879,F,7794,F,2989,F
3112-9555-0071_5808-54425-0005_1594-135914-0124,3112,F,5808,M,1594,M
8312-279790-0005_3214-167606-0033_2196-170379-0000,8312,F,3214,M,2196,F
7067-76047-0044_4406-16883-0034_3436-172171-0016,7067,M,4406,M,3436,M
1334-135589-0029_3112-9555-0021_8324-286682-0044,1334,M,3112,F,8324,F
298-126790-0001_201-127786-0014_7278-91083-0030,298,F,201,M,7278,M
5561-41616-0009_8747-293952-0001_8312-279791-0003,5561,F,8747,M,8312,F
27-124992-0034_198-209-0029_233-134440-0046,27,M,198,F,233,M
8063-274117-0024_2514-149482-0069_1594-135914-0017,8063,M,2514,M,1594,M
7859-102519-0018_2182-150130-0004_6836-61803-0030,7859,F,2182,F,6836,M
2002-139469-0085_8226-274371-0005_8468-286673-0006,2002,M,8226,M,8468,F
298-126791-0044_1926-147979-0039_78-368-0042,298,F,1926,F,78,M
403-126855-0023_839-130898-0075_1040-133433-0004,403,F,839,M,1040,M
4859-22176-0001_328-129766-0042_5339-14133-0031,4859,M,328,F,5339,F
5022-29411-0056_2416-152137-0028_328-129766-0096,5022,F,2416,F,328,F
909-131045-0023_5104-33407-0001_8975-270782-0030,909,M,5104,M,8975,F
7078-271888-0001_198-209-0010_5703-47212-0018,7078,F,198,F,5703,M
6064-56165-0014_2764-36619-0003_1088-134315-0039,6064,F,2764,F,1088,F
229-130880-0073_8238-274553-0001_1263-139804-0011,229,M,8238,F,1263,F
1363-139304-0000_1246-124548-0008_8098-278278-0006,1363,F,1246,F,8098,M
4853-29413-0004_8747-293952-0026_2196-170151-0022,4853,F,8747,M,2196,F
5390-30096-0020_3235-11599-0009_2002-139469-0065,5390,M,3235,F,2002,M
39-121916-0024_7113-86041-0002_298-126791-0030,39,F,7113,F,298,F
3723-171631-0022_6925-80680-0071_669-129061-0075,3723,M,6925,M,669,F
3440-171006-0024_4441-76262-0008_7078-271888-0038,3440,F,4441,M,7078,F
3440-171009-0004_7800-283478-0011_7505-83618-0007,3440,F,7800,F,7505,M
8747-293952-0108_3947-13260-0044_3982-178459-0019,8747,M,3947,F,3982,F
7859-102519-0043_1723-141149-0064_7148-82991-0013,7859,F,1723,M,7148,F
7067-76048-0021_4362-15663-0058_3240-131231-0057,7067,M,4362,F,3240,M
3486-166424-0040_198-209-0014_831-130746-0004,3486,M,198,F,831,M
412-126975-0089_4214-7146-0001_6454-93938-0034,412,M,4214,F,6454,M
1088-134315-0025_7635-105661-0028_6531-61334-0001,1088,F,7635,F,6531,F
8580-287363-0021_332-128985-0042_1334-135589-0069,8580,M,332,M,1334,M
3440-171009-0051_6454-93938-0030_587-41619-0002,3440,F,6454,M,587,F
8419-293469-0017_5652-19215-0033_7148-59157-0017,8419,M,5652,F,7148,F
4340-15220-0042_669-129061-0019_5867-48852-0058,4340,F,669,F,5867,F
1743-142912-0006_4362-15663-0055_5022-29405-0032,1743,M,4362,F,5022,F
1040-133433-0011_8629-261140-0003_3699-175950-0011,1040,M,8629,M,3699,M
3699-19402-0011_8468-286673-0018_89-219-0059,3699,M,8468,F,89,F
1447-17506-0020_3723-171631-0059_1926-143879-0043,1447,F,3723,M,1926,F
1183-133256-0005_8747-293952-0096_1867-154071-0001,1183,F,8747,M,1867,M
1553-140047-0002_40-121026-0033_8630-305212-0008,1553,F,40,F,8630,M
3830-12535-0022_8797-294123-0006_7148-82991-0014,3830,M,8797,M,7148,F
426-122819-0000_289-121665-0020_2092-145706-0057,426,F,289,F,2092,F
4397-15668-0033_6000-55211-0023_8797-294123-0018,4397,M,6000,F,8797,M
2384-152900-0033_6925-80680-0045_254-12312-0002,2384,M,6925,M,254,M
1098-133695-0071_1455-134435-0070_198-126831-0022,1098,F,1455,M,198,F
3947-13260-0046_118-47824-0051_6000-55211-0005,3947,F,118,M,6000,F
7635-105661-0037_3440-171006-0027_911-128684-0015,7635,F,3440,F,911,M
2836-5355-0044_4267-78186-0003_1088-134315-0006,2836,F,4267,M,1088,F
1963-142393-0052_32-21634-0008_2136-5147-0031,1963,F,32,F,2136,M
458-126305-0024_8609-262281-0024_1355-39947-0024,458,M,8609,M,1355,M
6272-70171-0007_8797-294123-0058_4406-16883-0025,6272,F,8797,M,4406,M
2182-150130-0005_6064-300880-0033_83-11691-0021,2182,F,6064,F,83,F
887-123290-0013_3436-172162-0038_7511-102419-0055,887,F,3436,M,7511,F
1455-138263-0010_4813-248641-0049_3240-131232-0019,1455,M,4813,M,3240,M
200-124140-0015_2518-154826-0003_8747-293952-0021,200,F,2518,M,8747,M
3607-29116-0024_2518-154825-0001_1069-133709-0046,3607,M,2518,M,1069,F
5789-57195-0010_2159-179156-0008_2893-139322-0046,5789,F,2159,M,2893,M
2416-152139-0040_8063-274112-0000_332-128985-0055,2416,F,8063,M,332,M
4267-287369-0036_7078-271888-0111_3830-12531-0022,4267,M,7078,F,3830,M
3242-8112-0028_3699-47246-0001_8425-246962-0010,3242,M,3699,M,8425,M
1235-135887-0003_1455-138263-0006_254-127705-0016,1235,M,1455,M,254,M
1594-135914-0090_7190-90542-0034_7367-86737-0117,1594,M,7190,M,7367,M
3857-182315-0006_163-121908-0011_1743-142914-0026,3857,M,163,M,1743,M
2384-152900-0059_2391-145015-0020_7505-258958-0017,2384,M,2391,F,7505,M
4340-15220-0026_2518-154826-0029_1098-133695-0081,4340,F,2518,M,1098,F
1553-140048-0005_1970-10594-0038_5463-39173-0057,1553,F,1970,F,5463,M
27-124992-0040_7511-102419-0033_1363-135842-0039,27,M,7511,F,1363,F
460-172359-0080_118-121721-0006_1040-133433-0047,460,M,118,M,1040,M
5322-7678-0028_1963-142393-0053_19-198-0002,5322,M,1963,F,19,F
2092-145706-0005_5808-54425-0048_4813-248638-0015,2092,F,5808,M,4813,M
1455-134435-0054_2436-2481-0027_5678-43302-0032,1455,M,2436,M,5678,M
118-124588-0002_1447-130552-0009_298-126790-0014,118,M,1447,F,298,F
7059-77897-0023_1737-146161-0010_4137-11702-0044,7059,F,1737,F,4137,F
6848-76049-0007_7447-91187-0032_118-47824-0007,6848,M,7447,M,118,M
229-130880-0051_7447-91186-0034_5688-41232-0032,229,M,7447,M,5688,F
831-130746-0053_5022-29405-0008_2136-5147-0033,831,M,5022,F,2136,M
8312-279790-0002_1898-145724-0033_405-130894-0030,8312,F,1898,F,405,M
8630-305213-0023_2911-7601-0048_5163-39921-0017,8630,M,2911,M,5163,F
5808-54425-0054_27-124992-0075_6529-62554-0050,5808,M,27,M,6529,M
201-122255-0030_1081-125237-0065_7800-283492-0024,201,M,1081,M,7800,F
2007-149877-0021_426-122822-0032_3664-178366-0010,2007,F,426,F,3664,M
3112-9554-0005_8838-298546-0026_3242-8112-0012,3112,F,8838,M,3242,M
6367-74004-0016_445-123857-0017_1034-121119-0006,6367,M,445,M,1034,M
4481-17499-0007_7517-100429-0023_8838-298546-0030,4481,F,7517,F,8838,M
302-123516-0005_887-123290-0005_3235-11599-0011,302,F,887,F,3235,F
298-126791-0058_211-122425-0030_2436-2481-0005,298,F,211,F,2436,M
8609-262281-0000_229-130880-0027_5049-25947-0012,8609,M,229,M,5049,M
4898-28461-0040_211-122425-0010_103-1240-0031,4898,M,211,F,103,F
5703-47198-0042_1116-132847-0034_7059-77900-0037,5703,M,1116,F,7059,F
311-124404-0104_1235-135883-0045_1553-140048-0039,311,M,1235,M,1553,F
1867-154075-0041_5192-19397-0070_6272-70191-0028,1867,M,5192,M,6272,F
6818-68772-0049_5463-39173-0024_5561-39621-0031,6818,F,5463,M,5561,F
