mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex
4748-28399-0033_161-121897-0034_8413-284521-0020,4748,M,161,M,8413,M
8291-276745-0010_1085-169444-0022_6249-102849-0034,8291,M,1085,M,6249,M
4216-10164-0009_6084-2159-0005_2676-143903-0063,4216,F,6084,M,2676,F
110-1-0045_3656-168618-0044_2676-143903-0048,110,F,3656,M,2676,F
7871-107225-0048_1647-142742-0045_4710-964-0040,7871,M,1647,M,4710,M
2042-136442-0023_544-121090-0047_1733-139046-0000,2042,F,544,M,1733,F
6978-92936-0027_1750-135624-0012_6758-72288-0039,6978,F,1750,F,6758,F
6777-76701-0031_3845-181096-0011_7155-10644-0057,6777,M,3845,M,7155,M
77-121518-0051_5979-42001-0033_313-122804-0023,77,F,5979,M,313,F
3848-46063-0014_8808-295459-0015_2297-174934-0006,3848,F,8808,M,2297,F
705-150468-0031_8666-293943-0023_1179-138367-0001,705,F,8666,M,1179,M
1545-161007-0027_3598-173222-0017_895-136366-0034,1545,F,3598,F,895,M
6846-76681-0059_8200-278238-0028_5825-50883-0027,6846,M,8200,M,5825,F
2208-10076-0006_1901-48014-0038_377-129292-0044,2208,M,1901,F,377,M
3227-24747-0053_5199-18509-0000_1544-41167-0006,3227,F,5199,F,1544,F
168-129246-0022_4015-63496-0025_4352-893-0030,168,M,4015,M,4352,F
7392-105672-0029_7424-98608-0012_7131-92815-0018,7392,F,7424,M,7131,F
4836-26485-0022_4196-23924-0028_3871-692-0044,4836,M,4196,M,3871,M
8200-278238-0034_3172-166439-0079_644-162690-0000,8200,M,3172,F,644,M
6668-34648-0034_2671-157946-0034_4520-38484-0021,6668,M,2671,F,4520,F
5791-31920-0018_4699-12472-0047_7143-88749-0015,5791,M,4699,M,7143,F
5013-31101-0007_6963-81511-0016_3567-7277-0065,5013,M,6963,M,3567,M
1152-126549-0028_2407-7666-0047_6794-73984-0080,1152,F,2407,M,6794,F
5772-43316-0036_3172-166439-0072_6695-252325-0023,5772,M,3172,F,6695,F
1621-141599-0042_4659-12464-0008_3394-184333-0041,1621,M,4659,M,3394,F
7923-258989-0020_6627-67844-0040_5296-26679-0021,7923,M,6627,F,5296,F
2625-127773-0018_7436-97467-0015_2090-149737-0009,2625,F,7436,M,2090,F
2356-154907-0002_7299-88365-0006_1863-142324-0087,2356,M,7299,F,1863,F
7795-105407-0068_7988-114070-0014_1633-150458-0022,7795,M,7988,M,1633,F
4841-26659-0033_921-127933-0000_4218-41157-0013,4841,F,921,M,4218,M
5649-40582-0002_5340-8682-0015_6923-82335-0038,5649,F,5340,F,6923,M
5993-19639-0044_3411-130135-0009_2100-138911-0058,5993,M,3411,F,2100,F
2351-151970-0040_7699-105389-0060_7892-294520-0028,2351,F,7699,F,7892,F
7408-255932-0024_4310-14908-0025_6754-107482-0021,7408,M,4310,F,6754,M
6087-63225-0022_2013-147610-0075_1280-143268-0006,6087,F,2013,M,1280,M
4020-180289-0024_2733-28252-0053_2740-288813-0002,4020,M,2733,M,2740,M
4748-25901-0032_5136-53512-0008_6752-74795-0049,4748,M,5136,F,6752,M
1633-180292-0041_5913-40745-0031_5653-46179-0018,1633,F,5913,M,5653,F
6391-65553-0047_6418-39655-0012_6072-89736-0022,6391,F,6418,M,6072,F
6138-93186-0045_3547-8365-0024_6065-109178-0067,6138,F,3547,M,6065,M
4712-60531-0018_317-130248-0033_3744-177438-0001,4712,F,317,M,3744,M
3079-164971-0039_876-126411-0094_8778-246984-0033,3079,F,876,F,8778,F
2234-64139-0006_1780-143478-0040_2762-142778-0053,2234,M,1780,M,2762,F
3179-7133-0029_4773-19207-0001_5287-39165-0016,3179,F,4773,F,5287,F
4172-25907-0044_1647-140649-0055_2275-150141-0013,4172,M,1647,M,2275,F
5299-34546-0009_1097-136910-0002_2740-288813-0033,5299,F,1097,M,2740,M
7762-280917-0080_2374-155651-0009_5641-32124-0073,7762,F,2374,F,5641,M
4969-73975-0008_4216-10164-0024_3698-41990-0043,4969,M,4216,F,3698,F
826-131124-0034_8044-84200-0049_6533-399-0083,826,M,8044,F,6533,M
4019-8899-0057_1171-130776-0063_3698-29401-0031,4019,M,1171,F,3698,F
7507-100453-0025_421-128336-0018_7892-294520-0036,7507,F,421,M,7892,F
5278-40890-0038_6232-36628-0059_2553-163728-0038,5278,M,6232,M,2553,F
7923-111569-0005_6084-2159-0008_4766-1814-0088,7923,M,6084,M,4766,F
826-131124-0039_2198-151049-0011_4693-17503-0028,826,M,2198,M,4693,M
5970-54428-0035_5375-40169-0044_2297-8377-0023,5970,M,5375,F,2297,F
3196-151982-0057_453-129306-0005_1685-146847-0010,3196,F,453,M,1685,M
4687-28005-0031_7514-96429-0023_8432-16000-0028,4687,M,7514,F,8432,F
6131-57188-0056_713-291178-0015_3314-159392-0000,6131,F,713,F,3314,F
4741-27757-0066_690-134308-0010_8307-120456-0035,4741,M,690,F,8307,M
3079-164971-0042_7348-275164-0025_238-122530-0032,3079,F,7348,F,238,F
6804-79287-0030_6153-62534-0040_51-121055-0120,6804,M,6153,F,51,M
6943-85172-0049_1051-133883-0004_218-131206-0007,6943,F,1051,F,218,M
1152-126550-0030_255-121534-0036_4487-1799-0042,1152,F,255,M,4487,F
5983-39652-0050_2545-135235-0059_2588-11081-0037,5983,F,2545,M,2588,M
1569-141082-0010_3909-7140-0023_2762-142778-0057,1569,F,3909,F,2762,F
1384-130462-0012_3261-154309-0042_5929-57805-0048,1384,M,3261,M,5929,F
6902-89167-0035_1566-133291-0007_243-12956-0039,6902,F,1566,F,243,F
4104-181012-0036_4863-258982-0059_1646-121408-0014,4104,F,4863,M,1646,M
5328-204986-0089_2096-136868-0064_1765-143010-0015,5328,M,2096,M,1765,F
1092-134563-0018_6540-232291-0027_7320-93280-0046,1092,F,6540,M,7320,F
7092-56730-0071_1049-133454-0015_6947-53263-0033,7092,F,1049,M,6947,F
1756-134819-0003_5980-22680-0058_585-294811-0106,1756,F,5980,F,585,F
5886-27508-0096_3554-165435-0008_4894-7788-0086,5886,M,3554,F,4894,M
6377-34634-0018_428-125878-0048_2588-160947-0071,6377,M,428,M,2588,M
4205-11977-0012_4009-43916-0028_7835-97730-0005,4205,M,4009,F,7835,M
3592-173545-0001_7480-93348-0069_3060-163542-0001,3592,M,7480,F,3060,M
6689-64286-0044_8500-258286-0048_3142-160977-0066,6689,F,8500,M,3142,M
8803-296085-0015_37-225-0019_7354-87667-0019,8803,M,37,M,7354,M
8544-281189-0064_2792-152929-0000_3895-6855-0028,8544,F,2792,F,3895,M
127-129390-0054_4156-12155-0007_8259-276906-0034,127,M,4156,F,8259,F
7326-96553-0041_470-127690-0048_3033-130750-0052,7326,M,470,M,3033,F
37-225-0009_6484-69655-0037_8765-295003-0019,37,M,6484,F,8765,M
3244-10691-0029_4474-14185-0045_2975-151995-0030,3244,F,4474,M,2975,F
5567-22441-0025_2270-3547-0010_6088-34571-0018,5567,M,2270,F,6088,F
5325-36587-0021_8424-284526-0000_5350-205003-0023,5325,M,8424,F,5350,F
2405-148581-0024_2919-7270-0034_7552-87290-0097,2405,M,2919,F,7552,F
2122-149350-0027_884-129800-0098_1171-130776-0065,2122,M,884,M,1171,F
3992-714-0083_2487-169011-0020_4757-1811-0068,3992,F,2487,F,4757,F
6402-102886-0031_8197-278214-0045_780-126736-0083,6402,M,8197,F,780,M
7008-34652-0038_5245-3984-0109_4513-16024-0023,7008,M,5245,M,4513,F
6875-76999-0034_1469-163403-0021_2195-150894-0018,6875,M,1469,M,2195,M
7492-99101-0004_8897-294724-0008_6676-275138-0007,7492,F,8897,F,6676,F
2195-150894-0029_2545-135235-0029_25-123319-0023,2195,M,2545,M,25,M
7795-105407-0019_8246-107993-0047_4407-13132-0028,7795,M,8246,M,4407,M
7823-103122-0065_1920-1793-0037_7618-102372-0029,7823,M,1920,F,7618,M
3641-134615-0026_3909-7140-0014_2062-143900-0068,3641,F,3909,F,2062,F
8334-119398-0055_6126-10992-0071_2733-28252-0019,8334,M,6126,M,2733,M
5076-284283-0020_5682-32876-0026_4193-48173-0049,5076,M,5682,F,4193,M
3928-153302-0022_8044-84200-0042_4017-231846-0044,3928,F,8044,F,4017,M
5248-24760-0027_969-134363-0003_6610-34596-0012,5248,M,969,M,6610,F
7512-98636-0042_3238-134398-0013_7942-283384-0038,7512,M,3238,M,7942,M
3547-8365-0034_2312-157868-0036_3142-160977-0003,3547,M,2312,F,3142,M
2445-148556-0039_5913-40745-0082_3912-3831-0028,2445,F,5913,M,3912,M
1681-142313-0059_4965-27767-0027_1492-55449-0030,1681,F,4965,F,1492,M
5874-52159-0007_705-150468-0009_277-127368-0011,5874,M,705,F,277,F
6943-64094-0025_5979-42002-0015_1924-132574-0055,6943,F,5979,M,1924,M
927-132466-0035_4063-186231-0004_4415-16759-0036,927,M,4063,F,4415,F
7096-80685-0004_52-123202-0009_6609-111356-0001,7096,M,52,F,6609,M
569-126489-0013_1813-142304-0096_4965-27768-0017,569,M,1813,F,4965,F
3148-4666-0055_792-127527-0039_8544-281189-0070,3148,M,792,F,8544,F
8576-300229-0003_25-123319-0073_727-124443-0007,8576,M,25,M,727,M
4993-40677-0014_6399-278849-0029_6003-58761-0025,4993,M,6399,M,6003,M
6399-278846-0034_7552-87290-0080_4836-26485-0041,6399,M,7552,F,4836,M
4447-14912-0028_66-354-0005_4042-12369-0023,4447,M,66,M,4042,M
1760-143006-0029_77-121526-0004_4104-185522-0022,1760,F,77,F,4104,F
5299-34546-0021_3503-127083-0047_1813-142304-0031,5299,F,3503,M,1813,F
7197-66278-0006_7839-110063-0040_5285-53181-0012,7197,F,7839,F,5285,F
5733-55099-0045_6311-63718-0037_6153-62535-0035,5733,F,6311,M,6153,F
2496-156083-0000_4205-11977-0027_7337-89742-0035,2496,M,4205,M,7337,F
6254-61739-0009_7942-283400-0008_969-134363-0025,6254,F,7942,M,969,M
8531-282933-0050_8296-279865-0056_5019-38670-0027,8531,M,8296,F,5019,F
3571-173553-0028_3698-41990-0003_3650-168646-0017,3571,M,3698,F,3650,M
6030-70988-0007_2998-160954-0001_6849-69603-0005,6030,F,2998,M,6849,M
845-130982-0025_3470-116549-0011_7843-110055-0066,845,M,3470,M,7843,F
4773-25910-0007_4042-12369-0157_6370-92920-0040,4773,F,4042,M,6370,M
2735-160603-0017_3796-16817-0016_4791-25379-0042,2735,F,3796,M,4791,F
75-854-0014_3409-167623-0022_6853-12339-0109,75,M,3409,F,6853,F
3244-10691-0003_8058-99402-0000_4545-9166-0090,3244,F,8058,M,4545,M
6713-56749-0060_8307-120456-0007_3557-8341-0035,6713,M,8307,M,3557,F
6102-56178-0026_6135-41995-0013_6594-68896-0041,6102,F,6135,F,6594,F
8215-275211-0004_3271-169289-0070_470-127690-0037,8215,M,3271,M,470,M
1715-142315-0051_8250-279777-0052_8302-282524-0051,1715,F,8250,M,8302,F
4428-6523-0045_4511-45512-0004_2544-3070-0023,4428,M,4511,F,2544,F
2545-135235-0049_3319-173247-0016_3467-166572-0004,2545,M,3319,F,3467,F
5949-65529-0039_413-22436-0004_7879-274163-0016,5949,F,413,M,7879,F
3845-176676-0000_5023-1185-0019_4594-901-0022,3845,M,5023,F,4594,M
91-123511-0024_2448-141428-0030_273-129288-0057,91,M,2448,M,273,M
4821-27466-0063_4652-27525-0029_5671-24628-0022,4821,M,4652,F,5671,F
5181-2490-0005_7121-88076-0029_7699-105389-0088,5181,M,7121,M,7699,F
3909-7140-0010_7189-77777-0035_1695-142312-0040,3909,F,7189,M,1695,F
6332-64734-0023_9000-282380-0015_5045-23290-0030,6332,F,9000,M,5045,F
317-127219-0024_3618-178097-0016_264-121332-0090,317,M,3618,M,264,M
4423-29084-0029_4104-185522-0028_5628-47241-0012,4423,M,4104,F,5628,M
5983-39668-0030_7360-86776-0001_4042-12369-0026,5983,F,7360,F,4042,M
1260-139267-0024_413-12292-0002_7376-64577-0005,1260,M,413,M,7376,F
3911-8888-0077_927-132462-0040_5132-33409-0038,3911,F,927,M,5132,M
1291-138109-0012_5970-54428-0052_4218-41157-0000,1291,F,5970,M,4218,M
4520-1805-0016_1690-142293-0001_5886-27508-0026,4520,F,1690,F,5886,M
1110-134829-0018_4305-15448-0027_8424-284526-0012,1110,M,4305,F,8424,F
319-134959-0017_2273-152363-0027_742-128033-0005,319,M,2273,M,742,M
2246-131710-0080_4172-25907-0045_4979-26551-0017,2246,M,4172,M,4979,M
2606-132102-0011_2152-133013-0012_6249-102849-0022,2606,M,2152,F,6249,M
3192-4910-0027_4305-15448-0037_111-126265-0008,3192,M,4305,F,111,F
2356-154880-0003_7843-110055-0055_2013-147609-0020,2356,M,7843,F,2013,M
7197-66278-0026_6668-34648-0035_2356-154885-0003,7197,F,6668,M,2356,M
3867-173237-0049_3894-6552-0021_1563-137590-0063,3867,F,3894,M,1563,F
5217-24510-0004_6323-10337-0003_8302-282524-0033,5217,F,6323,M,8302,F
294-130872-0055_1695-142312-0092_1815-143388-0032,294,F,1695,F,1815,M
6954-76579-0090_7320-104988-0048_6804-79287-0040,6954,M,7320,F,6804,M
4442-2868-0049_2096-136868-0076_779-123708-0000,4442,M,2096,M,779,M
5840-54188-0015_2050-157659-0040_1374-133833-0019,5840,M,2050,F,1374,M
2792-144136-0007_4402-3067-0005_2496-156087-0007,2792,F,4402,M,2496,M
4189-274546-0040_3587-140711-0004_444-138080-0002,4189,F,3587,M,444,F
1261-136350-0046_8543-280375-0005_2825-6391-0047,1261,M,8543,F,2825,M
5118-111610-0010_7436-97462-0004_1569-141081-0004,5118,M,7436,M,1569,F
6773-76039-0077_6368-230929-0021_4034-12475-0026,6773,M,6368,M,4034,F
6488-66121-0023_7796-269934-0030_215-122798-0082,6488,F,7796,M,215,F
5340-8682-0010_1171-130776-0044_505-125258-0025,5340,F,1171,F,505,M
1938-176228-0020_4701-15273-0047_5980-22680-0072,1938,M,4701,M,5980,F
4085-11515-0005_6846-76681-0036_5224-35439-0005,4085,M,6846,M,5224,M
8044-84190-0004_826-131124-0021_4738-291945-0004,8044,F,826,M,4738,M
5913-40745-0028_726-124445-0065_1124-134775-0067,5913,M,726,M,1124,F
4545-9166-0021_4277-185519-0009_7073-83692-0001,4545,M,4277,M,7073,F
7640-104647-0020_8215-275211-0064_8678-280914-0016,7640,M,8215,M,8678,F
7121-86787-0002_25-123319-0050_810-130095-0035,7121,M,25,M,810,M
2730-154436-0008_3227-24747-0034_2925-162505-0061,2730,F,3227,F,2925,F
1084-151395-0025_8897-294717-0024_65-121089-0016,1084,F,8897,F,65,F
3409-173567-0021_7391-60445-0094_976-131541-0031,3409,F,7391,M,976,F
2998-160954-0009_6391-65553-0037_5725-44938-0009,2998,M,6391,F,5725,F
161-121743-0006_1280-135136-0067_4791-25378-0019,161,M,1280,M,4791,F
5725-48803-0024_7242-275168-0034_5983-39668-0061,5725,F,7242,F,5983,F
8576-300229-0008_2588-11081-0024_2063-148525-0029,8576,M,2588,M,2063,M
2930-163436-0042_7463-99912-0037_7337-92819-0057,2930,M,7463,M,7337,F
8543-280375-0019_5077-38108-0043_7608-115034-0006,8543,F,5077,F,7608,M
331-135126-0027_6614-67847-0036_8023-286250-0012,331,M,6614,F,8023,M
8058-99403-0006_7147-80028-0025_1485-139314-0016,8058,M,7147,M,1485,M
7389-296084-0005_3227-24747-0013_2925-162505-0052,7389,M,3227,F,2925,F
4263-14180-0038_107-22887-0008_4396-14564-0013,4263,F,107,M,4396,F
3142-160977-0031_2297-8377-0003_8072-284670-0018,3142,M,2297,F,8072,F
6232-36628-0011_3503-127083-0053_4263-16187-0030,6232,M,3503,M,4263,F
956-157879-0037_3698-41990-0010_884-129800-0021,956,F,3698,F,884,M
1154-134886-0000_6875-76999-0027_7886-110518-0015,1154,F,6875,M,7886,F
4659-26488-0024_2351-151970-0004_8215-275211-0002,4659,M,2351,F,8215,M
8172-281515-0008_6224-61957-0010_8215-275211-0012,8172,M,6224,M,8215,M
404-132013-0013_3895-6855-0012_810-130095-0085,404,F,3895,M,810,M
644-162691-0010_1784-142294-0092_2504-154289-0002,644,M,1784,F,2504,F
6709-74022-0020_2284-135909-0037_1572-141718-0041,6709,M,2284,M,1572,M
6945-60535-0015_5772-43316-0017_3541-174240-0005,6945,M,5772,M,3541,M
937-121903-0020_5628-47241-0019_2544-27475-0020,937,F,5628,M,2544,F
7155-10644-0019_4697-92150-0010_3290-14909-0004,7155,M,4697,F,3290,F
3288-7157-0029_4931-28257-0007_505-125272-0049,3288,M,4931,M,505,M
202-130622-0003_8356-284520-0018_6418-39655-0031,202,F,8356,M,6418,M
319-134959-0064_5248-34500-0022_5375-40170-0029,319,M,5248,M,5375,F
4930-20046-0072_5299-34547-0050_2246-131710-0038,4930,M,5299,F,2246,M
1085-169444-0024_7687-107687-0130_4005-7258-0009,1085,M,7687,F,4005,F
789-153215-0008_1544-140055-0024_644-162690-0060,789,F,1544,F,644,M
3033-138641-0019_2003-143255-0033_3744-178594-0003,3033,F,2003,M,3744,M
6196-41030-0027_5405-19220-0057_6399-278844-0020,6196,M,5405,F,6399,M
8259-276906-0015_348-128030-0008_5682-32876-0002,8259,F,348,M,5682,F
265-122594-0004_2545-135235-0007_7255-281345-0033,265,M,2545,M,7255,F
6713-56749-0052_3571-173553-0006_6072-67782-0038,6713,M,3571,M,6072,F
5036-18450-0053_8671-285138-0022_542-125349-0016,5036,F,8671,M,542,M
5951-57348-0001_6943-64094-0028_8023-286250-0007,5951,M,6943,F,8023,M
4546-16812-0042_7357-94127-0009_6087-50469-0026,4546,F,7357,M,6087,F
1773-139602-0006_2909-81524-0051_3244-10692-0016,1773,F,2909,F,3244,F
5299-34546-0052_7062-96512-0034_7320-104988-0034,5299,F,7062,F,7320,F
127-129390-0072_265-122594-0005_366-126663-0028,127,M,265,M,366,F
2021-235245-0035_5980-22680-0017_1152-126549-0035,2021,M,5980,F,1152,F
8476-269293-0100_7079-2333-0025_3373-174983-0033,8476,F,7079,F,3373,M
7556-93308-0007_1693-142302-0051_1844-144486-0063,7556,M,1693,F,1844,M
66-355-0040_3747-173589-0035_6950-86822-0046,66,M,3747,M,6950,F
1250-135777-0062_8476-269293-0047_7250-86746-0036,1250,F,8476,F,7250,F
8307-120457-0008_1094-157768-0018_964-140397-0032,8307,M,1094,M,964,M
6773-76039-0037_3033-130750-0090_6178-86034-0070,6773,M,3033,F,6178,F
7307-276146-0025_811-130143-0007_8846-305217-0020,7307,M,811,F,8846,F
7391-60445-0078_1643-138089-0038_1828-141203-0129,7391,M,1643,M,1828,M
6248-302581-0011_4420-5802-0033_1647-140649-0007,6248,M,4420,M,1647,M
5230-4863-0030_8240-283234-0061_5132-33410-0004,5230,F,8240,F,5132,M
4931-28242-0015_1696-142314-0090_3334-171008-0079,4931,M,1696,F,3334,F
5429-210770-0010_7848-275129-0005_2712-3536-0010,5429,M,7848,M,2712,F
4492-8904-0008_5671-50453-0027_404-132015-0010,4492,F,5671,F,404,F
5756-80689-0021_3257-169288-0053_8015-112691-0036,5756,F,3257,M,8015,F
7331-86027-0003_5791-31920-0070_6846-76681-0015,7331,F,5791,M,6846,M
1261-136350-0041_5874-52159-0011_7672-108627-0027,1261,M,5874,M,7672,M
1132-138883-0026_6065-111797-0007_6906-65919-0008,1132,M,6065,M,6906,F
8590-258290-0065_7062-80029-0029_1563-137590-0023,8590,M,7062,F,1563,F
8470-286675-0016_6549-71118-0008_8367-279367-0019,8470,F,6549,F,8367,M
8531-282933-0057_1868-145459-0035_5459-41260-0074,8531,M,1868,M,5459,M
1403-138552-0030_7301-92166-0019_6676-275138-0048,1403,M,7301,M,6676,F
5725-44938-0028_1733-139046-0042_8576-300229-0038,5725,F,1733,F,8576,M
2437-153220-0025_2998-160955-0048_404-132014-0023,2437,M,2998,M,404,F
2496-156083-0002_4085-11516-0024_8415-283469-0097,2496,M,4085,M,8415,F
4345-7635-0029_2067-143536-0035_1474-128275-0006,4345,M,2067,M,1474,F
6436-111963-0017_2292-150679-0075_978-125137-0087,6436,M,2292,M,978,M
1566-133291-0054_1096-128265-0010_766-127195-0027,1566,F,1096,M,766,M
6097-293619-0039_937-132849-0013_5906-52158-0030,6097,M,937,F,5906,F
4583-16044-0007_3895-6855-0029_8295-281339-0022,4583,M,3895,M,8295,F
3598-173222-0051_5980-22680-0052_5910-53048-0046,3598,F,5980,F,5910,M
8240-116288-0001_5136-24633-0045_1726-142316-0058,8240,F,5136,F,1726,F
6798-77736-0032_5860-72190-0007_2346-152201-0013,6798,M,5860,F,2346,F
7512-98636-0021_3503-127083-0062_8424-281344-0026,7512,M,3503,M,8424,F
2660-173260-0002_5220-112590-0004_5350-205002-0015,2660,M,5220,F,5350,F
5913-40745-0151_2854-51658-0033_8565-290398-0023,5913,M,2854,M,8565,M
7467-69610-0110_6199-80041-0027_8422-283572-0013,7467,F,6199,M,8422,M
7277-106404-0003_5285-80687-0043_3541-174236-0037,7277,F,5285,F,3541,M
6709-74022-0024_4443-3992-0018_4766-1814-0052,6709,M,4443,F,4766,F
4930-20046-0019_1559-139347-0042_4305-15448-0004,4930,M,1559,M,4305,F
4771-29403-0023_5132-28304-0013_94-3792-0010,4771,M,5132,M,94,M
4122-11963-0021_1773-145716-0011_4009-43910-0002,4122,M,1773,F,4009,F
7522-69612-0055_3909-11695-0021_2276-149909-0006,7522,F,3909,F,2276,F
5784-36627-0060_8015-112691-0017_5874-52160-0042,5784,M,8015,F,5874,M
5077-38099-0023_1765-143010-0076_6333-39678-0064,5077,F,1765,F,6333,M
3698-41990-0015_5043-28402-0017_1664-137600-0005,3698,F,5043,M,1664,F
7389-292563-0019_2279-141140-0087_6145-54685-0042,7389,M,2279,M,6145,F
976-131095-0016_2148-6981-0040_8169-118202-0060,976,F,2148,F,8169,M
1844-145713-0008_6332-64734-0017_6358-73329-0094,1844,M,6332,F,6358,F
2234-64159-0013_2062-143900-0101_4379-18034-0023,2234,M,2062,F,4379,M
1298-142233-0043_742-128033-0021_4313-16007-0008,1298,F,742,M,4313,F
8432-16000-0019_1545-161007-0023_3054-128242-0017,8432,F,1545,F,3054,M
6248-302581-0015_7433-261115-0040_923-132307-0025,6248,M,7433,F,923,F
4020-180289-0011_1870-164330-0013_2346-152201-0043,4020,M,1870,M,2346,F
7299-88365-0003_5405-121045-0029_7392-94500-0001,7299,F,5405,F,7392,F
5979-42000-0011_474-141422-0016_46-127996-0059,5979,M,474,M,46,M
5244-73127-0022_5825-53035-0058_6777-76694-0036,5244,F,5825,F,6777,M
4492-8904-0037_7762-280917-0062_2003-143255-0028,4492,F,7762,F,2003,M
428-125879-0039_2544-10944-0020_1341-9206-0088,428,M,2544,F,1341,M
6159-58440-0013_3400-153975-0049_1545-160887-0012,6159,M,3400,F,1545,F
6506-73020-0043_5000-30597-0070_3955-181705-0018,6506,M,5000,F,3955,M
1298-1054-0028_7923-111564-0020_2050-157659-0037,1298,F,7923,M,2050,F
1693-142302-0045_3592-173545-0028_4741-27757-0051,1693,F,3592,M,4741,M
5285-80687-0019_453-3040-0013_147-125761-0016,5285,F,453,M,147,M
7749-8591-0085_2089-148992-0019_1097-136910-0012,7749,M,2089,F,1097,M
5826-53496-0032_45-121050-0012_3467-166570-0031,5826,M,45,F,3467,F
4710-24607-0006_7879-274125-0001_2026-81609-0007,4710,M,7879,F,2026,F
3314-159392-0017_6798-77737-0025_6276-76103-0011,3314,F,6798,M,6276,M
6943-64094-0033_8322-276748-0066_3657-182397-0039,6943,F,8322,M,3657,M
6777-76701-0041_811-130143-0041_6248-298838-0005,6777,M,811,F,6248,M
7239-63500-0055_319-134959-0001_3314-138053-0035,7239,M,319,M,3314,F
915-163372-0014_7125-87278-0017_8259-276913-0001,915,M,7125,F,8259,F
7307-92008-0005_1097-136955-0009_3793-4707-0006,7307,M,1097,M,3793,M
432-122743-0004_797-127183-0004_8447-285242-0004,432,M,797,M,8447,F
1868-2318-0005_4321-27565-0002_6945-60535-0093,1868,M,4321,F,6945,M
3911-8888-0007_3819-134146-0053_3144-166426-0008,3911,F,3819,M,3144,M
5285-48598-0008_6009-57643-0022_6610-70916-0040,5285,F,6009,M,6610,F
2437-153220-0008_2975-151995-0034_1901-147822-0036,2437,M,2975,F,1901,F
7121-88076-0016_6418-39655-0023_1200-135059-0004,7121,M,6418,M,1200,M
4174-69293-0016_1384-130531-0006_1695-142312-0046,4174,F,1384,M,1695,F
4750-26487-0023_4235-7632-0027_8441-284014-0000,4750,M,4235,F,8441,F
6249-102849-0029_428-125878-0034_336-125876-0000,6249,M,428,M,336,M
985-126224-0020_6370-92920-0095_4791-25379-0006,985,M,6370,M,4791,F
3334-171008-0033_7131-92917-0006_7708-296091-0019,3334,F,7131,F,7708,F
7514-96429-0007_8246-107993-0036_2754-161876-0007,7514,F,8246,M,2754,F
1726-142316-0043_4196-23924-0030_8587-295524-0027,1726,F,4196,M,8587,M
7597-101858-0009_3079-164971-0028_7135-80033-0071,7597,F,3079,F,7135,F
7177-258977-0027_4484-37119-0000_1370-140972-0015,7177,F,4484,M,1370,F
6358-73329-0026_5350-205002-0000_5952-8681-0012,6358,F,5350,F,5952,F
4701-15046-0045_3192-4910-0032_6533-399-0056,4701,M,3192,M,6533,M
7107-245689-0024_4216-10164-0066_6506-73020-0047,7107,M,4216,F,6506,M
4104-185522-0013_1485-121385-0026_569-126489-0001,4104,F,1485,M,569,M
4841-26660-0017_263-121311-0018_7170-291969-0050,4841,F,263,M,7170,M
3848-46063-0037_2607-177740-0000_5328-204986-0001,3848,F,2607,F,5328,M
3285-121400-0053_7242-275160-0005_6131-57188-0021,3285,M,7242,F,6131,F
6773-76039-0019_4993-40677-0076_5970-54413-0010,6773,M,4993,M,5970,M
7565-101287-0005_1474-128276-0018_6882-79975-0024,7565,M,1474,F,6882,M
4020-180289-0053_6954-76579-0057_1746-143015-0038,4020,M,6954,M,1746,M
6242-26941-0022_3598-180204-0057_7786-115688-0009,6242,F,3598,F,7786,M
2762-142778-0039_5993-19685-0030_29-130626-0031,2762,F,5993,M,29,M
3356-132542-0048_7923-258989-0029_8392-285237-0020,3356,F,7923,M,8392,F
4423-16012-0053_4965-27767-0066_937-131548-0010,4423,M,4965,F,937,F
1291-138096-0016_7512-98636-0024_3346-7599-0030,1291,F,7512,M,3346,F
5661-32892-0008_5874-52159-0042_4513-16024-0041,5661,F,5874,M,4513,F
5952-54019-0017_3780-177784-0038_4423-29083-0020,5952,F,3780,M,4423,M
62-121084-0067_6111-59777-0026_4687-43336-0005,62,M,6111,F,4687,M
4791-25377-0042_6087-63225-0019_3318-164984-0009,4791,F,6087,F,3318,F
6323-10337-0084_3346-158751-0043_7170-291969-0019,6323,M,3346,F,7170,M
1566-153036-0005_2152-133067-0007_6145-54683-0009,1566,F,2152,F,6145,F
7012-82949-0002_5217-24510-0019_1341-9206-0050,7012,F,5217,F,1341,M
4594-902-0026_6689-64264-0029_8671-285138-0007,4594,M,6689,F,8671,M
3747-173589-0010_5874-52159-0033_8544-281189-0029,3747,M,5874,M,8544,F
544-121090-0057_45-121050-0031_7138-73705-0027,544,M,45,F,7138,F
161-121897-0012_3465-20044-0021_6418-39656-0011,161,M,3465,F,6418,M
2273-152363-0025_1384-130459-0011_7107-245689-0059,2273,M,1384,M,7107,M
2062-109873-0016_4174-159-0026_1250-135777-0084,2062,F,4174,F,1250,F
4863-258985-0005_5906-52158-0097_4310-14900-0004,4863,M,5906,F,4310,F
1492-174461-0043_7584-266228-0014_2021-235245-0015,1492,M,7584,F,2021,M
4546-16812-0051_7331-86025-0011_91-123526-0013,4546,F,7331,F,91,M
4545-9166-0149_483-125116-0024_474-134809-0034,4545,M,483,F,474,M
978-132494-0029_727-124443-0060_1746-143015-0095,978,M,727,M,1746,M
