mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex
5977-46900-0140_313-127992-0044,5977,M,313,F
4799-25949-0042_392-289427-0042,4799,M,392,F
3132-167590-0047_7198-80654-0023,3132,M,7198,F
3135-166688-0001_2096-136868-0071,3135,M,2096,M
4549-39615-0062_8295-281339-0046,4549,F,8295,F
5172-29468-0073_6488-66121-0028,5172,M,6488,F
608-123193-0000_4771-6409-0026,608,F,4771,M
6557-66462-0064_4344-53906-0046,6557,F,4344,M
6084-2159-0010_1878-122453-0073,6084,M,1878,M
7215-91628-0051_6687-119383-0012,7215,M,6687,M
4741-27757-0026_5013-31099-0027,4741,M,5013,M
1495-138027-0032_167-15255-0008,1495,M,167,M
7392-105664-0035_3172-166439-0069,7392,F,3172,F
1049-133454-0040_3098-5406-0040,1049,M,3098,M
720-173579-0000_6713-56749-0002,720,M,6713,M
1124-134775-0008_2925-162505-0029,1124,F,2925,F
243-12956-0006_4576-66275-0045,243,F,4576,F
1931-156647-0069_2724-89874-0074,1931,F,2724,M
6088-34571-0011_4959-28865-0008,6088,F,4959,F
3135-166688-0041_1733-139046-0008,3135,M,1733,F
5933-104482-0004_2694-28891-0054,5933,M,2694,F
8015-112690-0031_1280-135136-0029,8015,F,1280,M
5506-69895-0057_4305-15448-0026,5506,M,4305,F
6138-93188-0040_4020-180307-0017,6138,F,4020,M
5894-64098-0042_5480-41798-0026,5894,M,5480,F
5429-210770-0105_5220-69517-0003,5429,M,5220,F
622-128448-0029_5784-61949-0048,622,M,5784,M
5445-21282-0047_1977-133046-0049,5445,F,1977,F
6705-74242-0022_2140-39822-0038,6705,F,2140,M
4591-14356-0012_6792-73035-0021,4591,M,6792,M
4930-20046-0065_1863-142324-0034,4930,M,1863,F
8443-294707-0019_6967-50152-0008,8443,F,6967,F
4021-130137-0013_2754-161905-0033,4021,F,2754,F
8587-295524-0004_1828-141203-0036,8587,M,1828,M
6652-70975-0071_3334-171008-0033,6652,M,3334,F
7898-273040-0023_5653-46266-0068,7898,F,5653,F
6695-252325-0006_1200-135068-0030,6695,F,1200,M
2407-7664-0029_1601-136848-0016,2407,M,1601,M
3747-173589-0007_413-12292-0006,3747,M,413,M
3088-5436-0003_6954-76579-0051,3088,M,6954,M
6418-39655-0001_6540-62512-0000,6418,M,6540,M
6364-65388-0001_3334-171008-0076,6364,M,3334,F
7046-85651-0032_6752-74795-0074,7046,M,6752,M
3020-892-0078_2152-133013-0028,3020,M,2152,F
4172-25907-0015_483-125126-0032,4172,M,483,F
6906-65918-0022_1572-141715-0026,6906,F,1572,M
36-16602-0045_128-134884-0023,36,M,128,M
6135-41995-0035_5405-19212-0010,6135,F,5405,F
2660-173229-0017_8307-120456-0017,2660,M,8307,M
8625-295957-0001_6512-72577-0048,8625,F,6512,M
7376-92940-0015_8445-281202-0069,7376,F,8445,M
6534-64470-0026_5220-69517-0036,6534,F,5220,F
4652-27525-0000_7205-96093-0030,4652,F,7205,F
1274-121771-0034_1049-133454-0023,1274,M,1049,M
5060-15562-0023_7199-84008-0017,5060,F,7199,F
9000-282381-0028_199-131001-0023,9000,M,199,F
2292-150689-0066_8867-294715-0019,2292,M,8867,F
4742-74181-0010_1681-142301-0006,4742,F,1681,F
3063-138652-0008_4017-6540-0095,3063,M,4017,M
5152-29465-0044_7208-7772-0005,5152,M,7208,M
6609-111356-0011_4484-37119-0019,6609,M,4484,M
6535-114962-0033_976-172189-0016,6535,M,976,F
4520-38484-0018_8322-276748-0005,4520,F,8322,M
1621-141595-0017_1648-144971-0001,1621,M,1648,F
505-125272-0047_265-122594-0036,505,M,265,M
8392-285237-0056_1710-133294-0035,8392,F,1710,F
2089-148996-0017_7823-103122-0123,2089,F,7823,M
5661-32901-0030_1166-136562-0002,5661,F,1166,F
567-127934-0016_7012-82949-0005,567,M,7012,F
1494-138315-0002_7307-276146-0036,1494,M,7307,M
1985-144468-0048_6713-56749-0061,1985,M,6713,M
2046-141204-0033_6199-64259-0041,2046,M,6199,M
4910-27683-0012_4712-60531-0024,4910,F,4712,F
5132-28304-0003_7255-281345-0009,5132,M,7255,F
681-161945-0017_4712-60531-0007,681,F,4712,F
7238-91112-0043_3955-38223-0003,7238,M,3955,M
7138-73705-0008_4699-12472-0049,7138,F,4699,M
5252-4860-0031_8422-258258-0033,5252,M,8422,M
3675-185514-0023_4191-44438-0046,3675,F,4191,M
6741-79958-0002_8430-172387-0074,6741,F,8430,F
4352-16038-0042_5299-34546-0018,4352,F,5299,F
4423-29083-0006_1166-14986-0047,4423,M,1166,F
4085-11516-0019_5361-27492-0041,4085,M,5361,F
45-121050-0019_3479-153286-0020,45,F,3479,F
7502-100425-0003_3417-6522-0021,7502,M,3417,M
432-122761-0025_3848-46063-0029,432,M,3848,F
6583-48224-0078_448-122800-0034,6583,F,448,F
5350-205003-0002_4738-291945-0012,5350,F,4738,M
6685-70976-0014_1184-135540-0047,6685,M,1184,M
1505-1303-0040_5045-1196-0007,1505,M,5045,F
7096-80685-0054_551-132996-0056,7096,M,551,M
1331-155890-0043_8389-120181-0003,1331,M,8389,M
1968-145732-0021_8444-281329-0046,1968,F,8444,M
2021-235244-0033_5471-280362-0038,2021,M,5471,F
4211-3820-0015_6943-64094-0003,4211,F,6943,F
6248-298838-0013_6557-65546-0036,6248,M,6557,F
927-132466-0015_1154-129975-0042,927,M,1154,F
8666-293945-0045_1239-139609-0000,8666,M,1239,M
2694-28891-0050_265-136853-0012,2694,F,265,M
851-131029-0014_1495-138027-0101,851,M,1495,M
8164-279593-0039_5784-61948-0008,8164,M,5784,M
2273-152363-0004_7433-89651-0025,2273,M,7433,F
7338-92139-0025_810-130095-0056,7338,M,810,M
4910-14125-0011_1863-142324-0039,4910,F,1863,F
317-130243-0034_2552-132097-0066,317,M,2552,M
5468-58929-0039_62-121084-0023,5468,F,62,M
6227-36632-0077_1924-132574-0008,6227,F,1924,M
8143-278223-0013_727-124443-0090,8143,M,727,M
7255-291500-0020_4059-3059-0037,7255,F,4059,M
8543-280375-0008_8215-275211-0058,8543,F,8215,M
7301-92166-0004_6088-34570-0038,7301,M,6088,F
1646-121409-0031_1252-134983-0086,1646,M,1252,F
4583-16044-0040_5245-3984-0029,4583,M,5245,M
3079-164971-0000_608-123154-0015,3079,F,608,F
4321-27567-0028_8531-282933-0068,4321,F,8531,M
7170-291969-0025_3227-24747-0017,7170,M,3227,F
4005-7258-0027_3598-173222-0015,4005,F,3598,F
5906-52158-0022_6689-64264-0015,5906,F,6689,F
1564-142299-0062_3196-151982-0036,1564,F,3196,F
6950-86823-0003_6652-70975-0040,6950,F,6652,M
8367-279366-0013_6436-104980-0019,8367,M,6436,M
8346-244446-0002_1331-155890-0023,8346,M,1331,M
3675-10687-0017_6177-57662-0026,3675,F,6177,M
7672-96507-0050_6652-70975-0065,7672,M,6652,M
8148-286229-0019_5252-4876-0026,8148,F,5252,M
46-128001-0044_3417-6522-0006,46,M,3417,M
851-131029-0028_6391-65553-0065,851,M,6391,F
2825-666-0026_3125-163698-0036,2825,M,3125,F
1566-133291-0042_5328-204986-0080,1566,F,5328,M
6804-79288-0009_8413-284521-0006,6804,M,8413,M
3488-85273-0004_6211-60544-0009,3488,M,6211,F
5350-205003-0064_7135-80033-0039,5350,F,7135,F
2104-78240-0002_51-121055-0101,2104,M,51,M
1621-141592-0004_8415-283469-0070,1621,M,8415,F
336-125876-0032_4697-100174-0014,336,M,4697,F
1230-1060-0024_1938-176228-0035,1230,M,1938,M
7988-114070-0002_1161-135206-0125,7988,M,1161,M
5009-29142-0006_7026-86941-0006,5009,M,7026,F
238-122530-0036_8242-279771-0002,238,F,8242,F
1931-156647-0016_3675-10687-0013,1931,F,3675,F
5299-34546-0038_4948-28016-0005,5299,F,4948,M
1765-143010-0091_4930-20048-0031,1765,F,4930,M
1679-142287-0011_4345-7636-0027,1679,F,4345,M
6333-39678-0052_2587-160609-0021,6333,M,2587,F
6882-86794-0012_6135-41995-0051,6882,M,6135,F
7608-115034-0018_7055-87276-0018,7608,M,7055,M
1772-135621-0041_1704-142310-0017,1772,M,1704,F
7467-69610-0055_6590-64283-0009,7467,F,6590,F
2104-78253-0028_5993-36961-0012,2104,M,5993,M
5036-18450-0006_317-130248-0028,5036,F,317,M
6807-105654-0037_5445-21280-0005,6807,F,5445,F
4705-94462-0020_7239-63500-0018,4705,M,7239,M
6173-94652-0024_6126-10992-0022,6173,F,6126,M
6978-92936-0039_7107-245689-0088,6978,F,7107,M
3132-163510-0005_277-127368-0043,3132,M,277,F
728-348-0095_8666-293943-0066,728,M,8666,M
1559-139353-0054_5886-27508-0045,1559,M,5886,M
7835-97730-0077_2919-7269-0037,7835,M,2919,F
1968-145732-0106_49-121052-0137,1968,F,49,M
2946-163375-0050_1601-136848-0025,2946,M,1601,M
5983-39666-0001_5772-43331-0007,5983,F,5772,M
4420-5802-0066_4345-7636-0016,4420,M,4345,M
4273-188159-0006_4305-15448-0031,4273,F,4305,F
7467-69610-0100_7046-85651-0055,7467,F,7046,M
5791-31920-0007_6950-86713-0008,5791,M,6950,F
4235-7631-0012_6794-73984-0008,4235,F,6794,F
2676-143903-0114_5468-55142-0030,2676,F,5468,F
2930-163436-0004_7848-275169-0006,2930,M,7848,M
5983-39668-0019_173-200-0044,5983,F,173,F
8172-281511-0024_1773-145712-0025,8172,M,1773,F
2292-150679-0058_45-121050-0003,2292,M,45,F
4958-11613-0057_8005-113329-0025,4958,M,8005,F
6131-229040-0020_684-137978-0022,6131,F,684,F
1469-168608-0013_7556-93308-0012,1469,M,7556,M
7307-276146-0003_1124-134775-0032,7307,M,1124,F
7946-116281-0003_8644-262284-0063,7946,F,8644,F
8476-269293-0096_2361-165622-0034,8476,F,2361,F
780-126736-0084_5468-55142-0011,780,M,5468,F
2834-132496-0092_6773-76039-0065,2834,F,6773,M
6236-52083-0040_1708-142415-0019,6236,M,1708,M
7143-88749-0043_4042-12369-0148,7143,F,4042,M
1646-121408-0017_7737-114039-0008,1646,M,7737,F
976-172189-0050_2526-156076-0042,976,F,2526,M
6358-73329-0100_1784-142294-0084,6358,F,1784,F
7644-104722-0047_7883-113274-0012,7644,F,7883,F
7762-280917-0009_215-122798-0022,7762,F,215,F
6102-56178-0007_2834-132497-0030,6102,F,2834,F
5671-24628-0019_8867-294715-0000,5671,F,8867,F
5460-18031-0053_4549-39620-0001,5460,M,4549,F
4313-16007-0026_7408-255943-0020,4313,F,7408,M
6804-79288-0028_7607-89899-0034,6804,M,7607,F
8531-282933-0089_4771-6409-0054,8531,M,4771,M
51-121055-0025_8240-116288-0029,51,M,8240,F
2237-152229-0034_5045-1196-0005,2237,F,5045,F
8334-119398-0123_147-125761-0017,8334,M,147,M
705-157945-0019_3656-168618-0040,705,F,3656,M
7448-111703-0005_6641-64718-0002,7448,M,6641,F
5375-40162-0006_6753-76097-0024,5375,F,6753,M
4773-25911-0011_8644-262284-0000,4773,F,8644,F
6138-93186-0028_3285-121401-0083,6138,F,3285,M
3656-168609-0034_5700-51744-0010,3656,M,5700,M
4192-5332-0026_5460-24509-0004,4192,F,5460,M
8180-274724-0035_6077-58755-0003,8180,F,6077,M
92-204-0044_6583-66463-0049,92,F,6583,F
253-126864-0004_6747-76101-0005,253,M,6747,M
1444-133287-0001_152-132799-0040,1444,M,152,M
3192-4910-0018_1494-138315-0017,3192,M,1494,M
3911-8888-0049_727-124443-0023,3911,F,727,M
161-121898-0043_2998-160954-0036,161,M,2998,M
6251-63840-0008_4958-11613-0062,6251,F,4958,M
7607-89899-0022_4189-274546-0026,7607,F,4189,F
976-131541-0028_6752-74795-0010,976,F,6752,M
1006-135212-0123_8208-256238-0019,1006,F,8208,M
1621-141593-0006_6051-54419-0023,1621,M,6051,M
7337-92819-0046_5951-57348-0022,7337,F,5951,M
1989-26962-0021_5285-41928-0024,1989,M,5285,F
681-161945-0018_1168-134958-0088,681,F,1168,F
8199-118869-0017_5854-287849-0034,8199,F,5854,M
1403-135907-0031_474-141425-0036,1403,M,474,M
6127-2344-0022_5893-54391-0049,6127,F,5893,F
779-123709-0002_937-132849-0022,779,M,937,F
9000-282380-0028_6967-50150-0067,9000,M,6967,F
7135-80033-0032_4179-20567-0005,7135,F,4179,M
1813-142304-0022_4930-20046-0061,1813,F,4930,M
1187-136238-0014_6978-86037-0021,1187,M,6978,F
3665-8587-0008_1485-121385-0010,3665,M,1485,M
3848-46063-0037_4156-12351-0004,3848,F,4156,F
7786-115688-0045_3606-6850-0079,7786,M,3606,M
3911-8888-0050_8671-285138-0106,3911,F,8671,M
7333-94829-0014_2975-151995-0011,7333,F,2975,F
6402-105213-0030_317-130243-0018,6402,M,317,M
8295-281339-0012_3553-734-0017,8295,F,3553,M
8544-281189-0068_7942-292240-0019,8544,F,7942,M
3959-706-0031_2063-148525-0018,3959,M,2063,M
1096-128265-0003_8245-283126-0003,1096,M,8245,M
4218-41157-0004_1444-133287-0051,4218,M,1444,M
7618-102367-0017_3132-167603-0036,7618,M,3132,M
8328-280925-0083_4017-231846-0013,8328,M,4017,M
1593-91064-0036_5217-24510-0019,1593,F,5217,F
1006-135212-0119_1161-135206-0039,1006,F,1161,M
6660-103629-0029_5826-48845-0061,6660,F,5826,M
3045-163406-0017_1878-122453-0006,3045,M,1878,M
6668-34612-0013_6035-58142-0019,6668,M,6035,M
4313-9937-0037_3053-148990-0014,4313,F,3053,F
810-130096-0030_2990-6535-0086,810,M,2990,M
3346-158751-0026_8023-286253-0031,3346,F,8023,M
4705-16048-0019_9000-282381-0015,4705,M,9000,M
149-125760-0107_6943-85168-0014,149,M,6943,F
5198-204975-0065_7107-245689-0010,5198,M,7107,M
5429-210770-0022_1494-138315-0025,5429,M,1494,M
3698-29401-0003_3606-6850-0064,3698,F,3606,M
3097-165354-0005_5429-210770-0006,3097,M,5429,M
25-123319-0039_7096-80685-0012,25,M,7096,M
2694-28891-0078_3541-174240-0022,2694,F,3541,M
45-121050-0044_1421-8534-0025,45,F,1421,F
585-294811-0142_7923-111569-0013,585,F,7923,M
6807-105654-0050_3650-168636-0018,6807,F,3650,M
3896-134415-0092_1331-155890-0025,3896,M,1331,M
25-123319-0060_7552-87290-0046,25,M,7552,F
6689-64286-0035_3656-168618-0026,6689,F,3656,M
4779-54868-0028_4420-5802-0015,4779,F,4420,M
6652-70975-0049_1680-142282-0060,6652,M,1680,F
215-127369-0058_956-157879-0033,215,F,956,F
5977-46900-0091_7997-111777-0013,5977,M,7997,M
2930-163437-0027_1200-135068-0017,2930,M,1200,M
3871-693-0033_6849-69603-0031,3871,M,6849,M
6792-73039-0021_5000-30597-0051,6792,M,5000,F
4546-16813-0042_5038-34576-0033,4546,F,5038,M
6947-53263-0042_5285-80687-0064,6947,F,5285,F
133-143240-0011_3125-132586-0075,133,M,3125,F
2262-141717-0012_8143-278223-0006,2262,M,8143,M
6950-86822-0044_102-129232-0082,6950,F,102,F
2050-164335-0024_5271-10982-0043,2050,F,5271,F
3244-10691-0009_6324-64063-0005,3244,F,6324,F
3969-6872-0057_6418-39656-0012,3969,F,6418,M
5199-18509-0036_712-123615-0100,5199,F,712,M
2148-6983-0011_483-125126-0001,2148,F,483,F
8430-172388-0005_4706-18009-0040,8430,F,4706,F
5013-31099-0035_6753-76098-0006,5013,M,6753,M
3045-163406-0023_1291-138109-0014,3045,M,1291,F
8295-281339-0033_826-131108-0035,8295,F,826,M
107-22885-0028_6135-41995-0030,107,M,6135,F
1699-141159-0038_846-130984-0049,1699,M,846,M
7691-293948-0045_8015-112691-0037,7691,M,8015,F
3488-85273-0024_5765-87740-0032,3488,M,5765,M
4513-16024-0004_6249-102849-0048,4513,F,6249,M
3467-166572-0056_6025-58759-0031,3467,F,6025,F
8040-111641-0033_1291-138109-0016,8040,F,1291,F
8143-278223-0035_277-127368-0020,8143,M,277,F
7552-87290-0096_5952-54019-0023,7552,F,5952,F
5077-38108-0025_2275-150140-0029,5077,F,2275,F
753-32846-0043_470-123366-0025,753,M,470,M
3848-46063-0044_810-130095-0006,3848,F,810,M
1633-180292-0025_8500-258285-0020,1633,F,8500,M
2909-34661-0020_3290-14909-0001,2909,F,3290,F
8625-211892-0004_1601-136862-0035,8625,F,1601,M
2273-152357-0033_6087-50469-0011,2273,M,6087,F
6131-229040-0018_3097-165354-0001,6131,F,3097,M
1795-142412-0030_5000-30597-0059,1795,M,5000,F
7392-105664-0004_1331-155892-0018,7392,F,1331,M
6741-253270-0034_5199-18509-0054,6741,F,5199,F
5280-204996-0025_679-155529-0050,5280,M,679,M
4310-14908-0019_2985-153200-0032,4310,F,2985,M
3192-4910-0012_5772-43316-0006,3192,M,5772,M
5951-233090-0016_7512-98636-0063,5951,M,7512,M
336-125871-0020_5506-69895-0076,336,M,5506,M
544-121090-0023_2544-13195-0007,544,M,2544,F
4442-2868-0019_7556-93308-0037,4442,M,7556,M
6281-1315-0018_3271-169289-0020,6281,F,3271,M
8444-281329-0027_2140-17255-0011,8444,M,2140,M
614-161065-0003_8273-283130-0000,614,F,8273,M
4563-26447-0046_1266-136524-0035,4563,F,1266,F
4930-20046-0058_684-137978-0037,4930,M,684,F
7762-280917-0047_7467-69610-0003,7762,F,7467,F
8543-280375-0017_6138-93186-0045,8543,F,6138,F
982-133222-0055_6746-72302-0081,982,M,6746,M
7879-274163-0032_3125-163698-0006,7879,F,3125,F
2943-171000-0059_8259-276906-0007,2943,F,8259,F
778-126734-0065_2026-81609-0005,778,M,2026,F
6088-34571-0048_2437-153219-0015,6088,F,2437,M
1813-142304-0059_2676-143903-0112,1813,F,2676,F
713-291178-0017_6853-12339-0016,713,F,6853,F
2541-185493-0051_5628-47241-0018,2541,M,5628,M
6950-86713-0034_6402-102886-0035,6950,F,6402,M
811-130143-0052_3909-11695-0009,811,F,3909,F
7898-273047-0030_6758-72288-0028,7898,F,6758,F
6407-66985-0017_737-123448-0025,6407,M,737,M
2485-151993-0031_3912-77626-0050,2485,F,3912,M
313-122804-0044_608-123194-0012,313,F,608,F
4205-11977-0049_2504-154288-0020,4205,M,2504,F
3744-178590-0007_7843-110055-0018,3744,M,7843,F
6377-34619-0021_4020-180289-0009,6377,M,4020,M
37-215-0006_4799-25950-0063,37,M,4799,M
1695-142312-0117_5405-121045-0036,1695,F,5405,F
3088-5441-0017_6402-105212-0019,3088,M,6402,M
2046-178027-0004_6138-93182-0039,2046,M,6138,F
4305-15448-0012_3618-175930-0043,4305,F,3618,M
6945-60535-0108_3598-173222-0049,6945,M,3598,F
1685-146847-0046_6232-36628-0080,1685,M,6232,M
8413-284515-0023_4019-8899-0060,8413,M,4019,M
895-136366-0070_1006-135212-0130,895,M,1006,F
6967-50150-0061_3334-171008-0060,6967,F,3334,F
567-127934-0029_4959-28894-0006,567,M,4959,F
4020-180289-0038_5009-2500-0013,4020,M,5009,M
8040-260924-0040_7559-96246-0015,8040,F,7559,M
444-138080-0008_2351-151970-0006,444,F,2351,F
8197-278214-0019_5831-98689-0045,8197,F,5831,F
778-126734-0048_6402-62813-0016,778,M,6402,M
7107-245689-0105_7654-258963-0037,7107,M,7654,M
7255-281336-0006_6967-50150-0059,7255,F,6967,F
161-121897-0015_5977-46900-0123,161,M,5977,M
8009-283568-0012_3488-85273-0037,8009,F,3488,M
6131-57188-0049_4447-14912-0031,6131,F,4447,M
1373-132103-0017_7942-283400-0036,1373,F,7942,M
4948-28002-0016_1274-121770-0042,4948,M,1274,M
2351-151969-0012_1863-142324-0008,2351,F,1863,F
5682-32877-0001_4546-16781-0028,5682,F,4546,F
1813-142304-0011_2740-162051-0041,1813,F,2740,M
2152-133013-0031_7423-89169-0014,2152,F,7423,M
3793-4707-0042_1708-142415-0014,3793,M,1708,M
8015-112690-0053_6236-52083-0080,8015,F,6236,M
5285-48598-0006_6954-76579-0046,5285,F,6954,M
5906-59283-0015_7205-64110-0012,5906,F,7205,F
6284-63091-0066_2762-142778-0077,6284,F,2762,F
8671-285138-0019_8240-116288-0017,8671,M,8240,F
3244-10692-0082_6724-74002-0009,3244,F,6724,F
6276-76103-0031_253-126864-0014,6276,M,253,M
5013-31085-0018_3934-102413-0003,5013,M,3934,F
8447-285242-0026_7835-97730-0075,8447,F,7835,M
7348-275164-0046_7584-266228-0031,7348,F,7584,F
3400-153975-0076_7107-245689-0022,3400,F,7107,M
5141-26932-0045_4487-1799-0057,5141,M,4487,F
6962-47545-0048_1544-121402-0007,6962,M,1544,F
3479-153281-0017_982-133226-0026,3479,F,982,M
1051-133883-0017_7713-106729-0026,1051,F,7713,M
7333-94827-0031_1938-180290-0048,7333,F,1938,M
1065-134611-0004_1828-141203-0127,1065,M,1828,M
310-129055-0065_4122-157669-0036,310,F,4122,M
5911-52164-0044_3990-31892-0024,5911,M,3990,F
5183-116605-0000_3871-692-0037,5183,M,3871,M
1680-142282-0098_5700-44605-0006,1680,F,5700,M
2198-46877-0016_4549-39615-0006,2198,M,4549,F
7250-86746-0141_2405-148581-0003,7250,F,2405,M
6853-12339-0029_782-126738-0008,6853,F,782,F
3564-132498-0115_3698-29401-0002,3564,F,3698,F
5860-64970-0015_3244-10692-0047,5860,F,3244,F
7608-115034-0038_6641-64718-0011,7608,M,6641,F
2096-136868-0034_1595-138031-0030,2096,M,1595,M
1648-144971-0025_5545-52072-0009,1648,F,5545,M
3744-178594-0039_1920-1793-0088,3744,M,1920,F
753-150477-0022_7491-114606-0027,753,M,7491,F
6540-232291-0049_5101-67854-0018,6540,M,5101,F
3587-140711-0034_6025-56405-0026,3587,M,6025,F
557-129796-0088_985-126228-0004,557,M,985,M
4549-39615-0057_8414-284675-0028,4549,F,8414,F
6950-86713-0019_1715-142315-0037,6950,F,1715,F
4295-39940-0030_483-125126-0013,4295,M,483,F
1690-142293-0092_4863-258985-0018,1690,F,4863,M
2522-147156-0020_6178-86034-0043,2522,F,6178,F
7065-74597-0031_6106-58196-0033,7065,M,6106,F
7337-92819-0045_7009-2331-0019,7337,F,7009,M
895-136366-0034_7618-102367-0022,895,M,7618,M
4423-16012-0007_7769-99396-0016,4423,M,7769,M
466-134185-0030_3934-102413-0041,466,F,3934,F
6025-58760-0025_544-121090-0078,6025,F,544,M
1444-133287-0040_5665-38051-0042,1444,M,5665,F
6594-68897-0019_4009-43910-0039,6594,F,4009,F
3564-132498-0024_3503-127083-0023,3564,F,3503,M
1280-135136-0060_2042-136442-0042,1280,M,2042,F
6035-58142-0042_6792-73035-0091,6035,M,6792,M
6777-76694-0045_4179-25937-0021,6777,M,4179,M
1695-142312-0004_392-289427-0017,1695,F,392,F
1566-153036-0022_6035-80463-0032,1566,F,6035,M
7510-282967-0041_4563-26445-0008,7510,F,4563,F
4563-26447-0010_3479-153280-0020,4563,F,3479,F
6224-61958-0024_8259-276913-0000,6224,M,8259,F
2148-6984-0020_1430-139231-0044,2148,F,1430,M
1291-138273-0032_4513-16024-0032,1291,F,4513,F
1601-136848-0018_1878-122453-0014,1601,M,1878,M
779-123708-0009_4423-16011-0011,779,M,4423,M
1225-129527-0031_982-133226-0043,1225,M,982,M
7199-84006-0002_6126-10992-0012,7199,F,6126,M
5076-61727-0010_6627-67844-0036,5076,M,6627,F
6746-72302-0076_6127-53038-0002,6746,M,6127,F
2925-162505-0040_6333-39678-0001,2925,F,6333,M
5569-40540-0079_2854-51658-0004,5569,F,2854,M
6106-58196-0044_5506-69895-0000,6106,F,5506,M
1564-142299-0054_6370-92920-0072,1564,F,6370,M
3911-8888-0046_5756-305214-0033,3911,F,5756,F
6846-76681-0051_7683-103530-0059,6846,M,7683,F
5784-36627-0033_4216-10164-0016,5784,M,4216,F
7327-93283-0002_4742-41609-0028,7327,M,4742,F
6914-119258-0042_7879-274125-0029,6914,F,7879,F
6377-34630-0043_1184-135540-0049,6377,M,1184,M
4931-28242-0002_2988-7587-0091,4931,M,2988,F
4958-11613-0030_7250-86746-0078,4958,M,7250,F
614-12876-0007_5837-39905-0050,614,F,5837,F
1593-91064-0009_4156-12155-0027,1593,F,4156,F
5784-61949-0047_5118-40477-0032,5784,M,5118,M
51-121055-0177_2792-144136-0067,51,M,2792,F
3553-697-0020_8466-274557-0019,3553,M,8466,M
2262-141717-0019_8543-280376-0074,2262,M,8543,F
1977-147187-0015_6391-65553-0047,1977,F,6391,F
228-133094-0041_608-123155-0028,228,F,608,F
7331-86047-0008_4396-14564-0048,7331,F,4396,F
3261-154309-0073_8867-294715-0021,3261,M,8867,F
1704-142310-0080_7608-115034-0021,1704,F,7608,M
413-22437-0027_6539-66420-0004,413,M,6539,M
62-121084-0040_2606-132102-0040,62,M,2606,M
474-141425-0024_4263-16194-0036,474,M,4263,F
2909-81524-0016_1564-142299-0020,2909,F,1564,F
1168-134958-0055_7649-96667-0071,1168,F,7649,F
7326-96553-0048_4021-180238-0035,7326,M,4021,F
826-131124-0025_8625-211892-0037,826,M,8625,F
218-131206-0004_7199-84006-0013,218,M,7199,F
1795-142412-0001_6882-79975-0011,1795,M,6882,M
466-134208-0000_5082-34548-0033,466,F,5082,F
4085-11516-0002_4705-94462-0036,4085,M,4705,M
4773-25911-0025_8765-295009-0000,4773,F,8765,M
8087-118174-0001_7603-274560-0096,8087,M,7603,M
1225-129802-0039_3926-891-0016,1225,M,3926,F
5649-40567-0011_2361-165622-0007,5649,F,2361,F
102-129232-0066_5244-54280-0035,102,F,5244,F
5019-44339-0008_4701-15273-0032,5019,F,4701,M
3990-31915-0023_253-126865-0014,3990,F,253,M
2671-157948-0017_8631-249866-0015,2671,F,8631,M
1863-142324-0057_4295-112687-0011,1863,F,4295,M
7299-88365-0073_2762-160610-0033,7299,F,2762,F
2834-132497-0015_5952-54019-0054,2834,F,5952,F
4407-13146-0001_3470-116550-0031,4407,M,3470,M
567-127934-0026_7135-80033-0028,567,M,7135,F
1065-135665-0023_4455-90866-0020,1065,M,4455,F
4750-26487-0003_8199-284020-0019,4750,M,8199,F
2003-143254-0002_57-121074-0001,2003,M,57,F
8803-296082-0020_336-125874-0005,8803,M,336,M
7391-60445-0114_6224-34608-0011,7391,M,6224,M
2740-162051-0019_5906-52158-0091,2740,M,5906,F
6594-68897-0018_4836-26485-0078,6594,F,4836,M
58-121075-0050_8169-118200-0030,58,M,8169,M
2198-133546-0009_4321-27567-0002,2198,M,4321,F
6135-41995-0031_4443-3992-0063,6135,F,4443,F
927-132462-0083_1373-135029-0063,927,M,1373,F
4009-43903-0016_37-215-0024,4009,F,37,M
6912-70847-0012_6913-80509-0051,6912,M,6913,F
7307-276146-0009_2284-135909-0029,7307,M,2284,M
6967-50152-0057_7708-290368-0019,6967,F,7708,F
3433-718-0022_3271-169289-0000,3433,M,3271,M
5000-30597-0019_3271-169289-0075,5000,F,3271,M
127-129385-0055_5661-32891-0015,127,M,5661,F
2346-152201-0009_1815-143381-0002,2346,F,1815,M
5224-35439-0034_3845-181096-0014,5224,M,3845,M
8803-296082-0055_7892-294520-0049,8803,M,7892,F
4193-48173-0031_3894-6552-0001,4193,M,3894,M
168-129245-0022_6685-70977-0049,168,M,6685,M
5439-31625-0108_5890-44534-0039,5439,F,5890,F
5285-80687-0023_8200-278238-0034,5285,F,8200,M
1239-138254-0025_5506-69895-0088,1239,M,5506,M
2735-160603-0002_6875-76999-0014,2735,F,6875,M
4520-1805-0021_6594-68896-0091,4520,F,6594,F
6883-79967-0028_5890-72186-0022,6883,M,5890,F
1280-143268-0033_8544-281189-0087,1280,M,8544,F
5000-30597-0095_7923-111569-0011,5000,F,7923,M
8753-297942-0003_4345-7636-0014,8753,M,4345,M
8172-281515-0025_4936-28619-0034,8172,M,4936,F
4192-5332-0043_5894-64100-0036,4192,F,5894,M
7679-113325-0032_886-123274-0020,7679,F,886,M
4484-34489-0020_5700-51744-0032,4484,M,5700,M
7702-96101-0023_1878-122452-0031,7702,F,1878,M
