mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex
4441-76263-0014_6078-54007-0001,4441,M,6078,F
1553-140048-0029_8630-305212-0041,1553,F,8630,M
6415-111615-0005_445-123860-0006,6415,F,445,M
1867-154075-0028_2196-170379-0008,1867,M,2196,F
696-92939-0037_412-126975-0036,696,F,412,M
8123-275209-0015_5463-39173-0031,8123,F,5463,M
1992-141719-0017_6836-76549-0011,1992,F,6836,M
2764-36619-0006_8630-305212-0034,2764,F,8630,M
6848-252323-0006_1624-168623-0043,6848,M,1624,M
2893-139322-0029_201-122255-0034,2893,M,201,M
87-121553-0077_7078-271888-0030,87,F,7078,F
2518-154826-0048_4088-158079-0006,2518,M,4088,F
6081-41998-0017_8324-286683-0027,6081,M,8324,F
4853-27671-0003_2196-170379-0023,4853,F,2196,F
6385-34655-0031_887-123289-0039,6385,F,887,F
2002-139469-0089_19-227-0004,2002,M,19,F
3664-178366-0024_5750-100289-0062,3664,M,5750,M
32-21631-0000_1098-133695-0076,32,F,1098,F
19-198-0007_831-130746-0047,19,F,831,M
2518-154826-0026_250-140277-0002,2518,M,250,F
4640-19189-0004_8580-287364-0000,4640,F,8580,M
1069-133699-0005_1246-124550-0038,1069,F,1246,F
1040-133433-0062_4853-29413-0028,1040,M,4853,F
19-198-0005_5678-43302-0034,19,F,5678,M
5778-12761-0038_254-145458-0016,5778,F,254,M
4481-17499-0043_4137-11702-0018,4481,F,4137,F
4898-28461-0058_60-121082-0081,4898,M,60,M
5390-30096-0002_5393-19218-0004,5390,M,5393,F
6019-3185-0003_7367-86737-0086,6019,M,7367,M
2518-154826-0021_5652-19215-0007,2518,M,5652,F
6925-80680-0019_19-227-0012,6925,M,19,F
6437-66172-0002_2836-5355-0009,6437,M,2836,F
4830-25904-0041_481-123720-0019,4830,M,481,M
1455-134435-0025_4481-17499-0041,1455,M,4481,F
3214-167602-0008_6531-61334-0054,3214,M,6531,F
5393-19218-0042_229-130880-0038,5393,F,229,M
6078-54013-0019_5390-30102-0025,6078,F,5390,M
6415-111615-0006_2691-156745-0017,6415,F,2691,F
3699-19401-0024_2911-7601-0045,3699,M,2911,M
8324-286681-0016_2691-156755-0000,8324,F,2691,F
7635-105409-0028_2182-181173-0024,7635,F,2182,F
1263-141777-0032_1040-133433-0063,1263,F,1040,M
5022-29405-0031_7447-91186-0022,5022,F,7447,M
1624-142933-0014_1594-135914-0029,1624,M,1594,M
3486-166424-0040_4014-186176-0008,3486,M,4014,M
8063-274116-0014_730-358-0051,8063,M,730,F
4788-294466-0007_6476-57446-0041,4788,M,6476,F
5750-100289-0000_8465-246942-0002,5750,M,8465,F
441-128982-0020_3112-9555-0028,441,F,3112,F
1624-142933-0040_7780-274562-0057,1624,M,7780,F
201-122255-0036_6181-216552-0007,201,M,6181,M
4214-7146-0012_8312-279790-0027,4214,F,8312,F
2092-145709-0010_3214-167602-0029,2092,F,3214,M
163-121908-0011_8425-292520-0020,163,M,8425,M
7078-271888-0066_332-128985-0049,7078,F,332,M
6563-285357-0004_1841-179183-0012,6563,M,1841,F
460-172359-0073_5808-54425-0050,460,M,5808,M
1502-122619-0028_445-123860-0014,1502,F,445,M
2416-152139-0059_1098-133695-0058,2416,F,1098,F
5463-39173-0039_3168-173564-0011,5463,M,3168,M
5390-30096-0010_8226-274371-0037,5390,M,8226,M
311-124404-0095_1246-124550-0011,311,M,1246,F
4018-107312-0022_4813-248638-0035,4018,M,4813,M
481-123720-0023_2196-170151-0028,481,M,2196,F
2092-145706-0061_6529-62556-0031,2092,F,6529,M
322-124147-0046_909-131044-0016,322,F,909,M
4088-158077-0095_909-131045-0026,4088,F,909,M
2910-131096-0013_5339-14134-0053,2910,F,5339,F
2384-152900-0042_4853-27670-0008,2384,M,4853,F
4051-11218-0023_4195-186238-0010,4051,F,4195,F
4088-158077-0014_6818-68772-0035,4088,F,6818,F
7226-86965-0010_5561-41616-0005,7226,M,5561,F
5703-47212-0038_1963-142393-0022,5703,M,1963,F
8123-275216-0010_8629-261140-0009,8123,F,8629,M
1455-138263-0039_6019-3185-0042,1455,M,6019,M
7078-271888-0050_248-130697-0021,7078,F,248,F
5778-54535-0005_839-130898-0015,5778,F,839,M
8088-284756-0053_3440-171009-0060,8088,M,3440,F
5339-14134-0068_83-9960-0020,5339,F,83,F
839-130898-0093_298-126791-0053,839,M,298,F
1743-142914-0000_6147-34607-0013,1743,M,6147,F
254-127705-0025_1553-140047-0015,254,M,1553,F
403-128339-0051_7517-100442-0001,403,F,7517,F
2384-152900-0001_1841-150351-0010,2384,M,1841,F
5192-19397-0011_1926-147979-0026,5192,M,1926,F
5022-29411-0033_5688-41232-0019,5022,F,5688,F
4195-186237-0016_4859-29340-0015,4195,F,4859,M
6081-41997-0004_839-130898-0056,6081,M,839,M
7278-246956-0027_3168-173564-0019,7278,M,3168,M
7148-82991-0023_831-130739-0000,7148,F,831,M
5339-14133-0013_2518-154826-0034,5339,F,2518,M
8095-274346-0046_3486-166424-0001,8095,M,3486,M
5808-48608-0020_7078-271888-0065,5808,M,7078,F
332-128985-0071_405-130894-0045,332,M,405,M
4441-76250-0015_211-122442-0028,4441,M,211,F
1867-154075-0034_1034-121119-0070,1867,M,1034,M
6437-66172-0003_5808-54425-0023,6437,M,5808,M
2910-131096-0043_40-121026-0035,2910,F,40,F
1992-141719-0041_5322-7679-0011,1992,F,5322,M
6529-62554-0011_6181-216552-0083,6529,M,6181,M
3214-167607-0004_4297-13006-0013,3214,M,4297,F
2843-152918-0093_6064-56165-0015,2843,M,6064,F
8609-262281-0036_4267-287369-0025,8609,M,4267,M
4362-15663-0102_3982-182255-0005,4362,F,3982,F
2182-181173-0026_481-123720-0007,2182,F,481,M
6181-216552-0111_7264-92310-0032,6181,M,7264,M
1355-39947-0025_6272-70191-0002,1355,M,6272,F
2764-36617-0033_3699-175950-0025,2764,F,3699,M
5703-47212-0034_7780-274562-0081,5703,M,7780,F
587-41611-0012_7312-92432-0006,587,F,7312,M
7190-90542-0036_39-121915-0020,7190,M,39,F
89-219-0029_1502-122615-0030,89,F,1502,F
6078-54007-0016_4481-17498-0047,6078,F,4481,F
8975-270782-0020_3240-131231-0078,8975,F,3240,M
60-121082-0038_7794-295955-0010,60,M,7794,F
7148-82991-0033_1867-154071-0005,7148,F,1867,M
83-11691-0017_3982-178459-0042,83,F,3982,F
1970-10594-0044_32-21634-0012,1970,F,32,F
7447-91186-0026_2952-410-0036,7447,M,2952,M
2518-154825-0009_2136-5147-0037,2518,M,2136,M
7511-102419-0001_32-4137-0020,7511,F,32,F
2817-142371-0062_4362-15663-0049,2817,F,4362,F
1098-133695-0043_8770-295463-0020,1098,F,8770,M
1246-124548-0005_8095-274345-0010,1246,F,8095,M
6836-61803-0038_6064-300880-0031,6836,M,6064,F
302-123516-0017_8609-262281-0006,302,F,8609,M
60-121082-0095_103-1241-0035,60,M,103,F
27-124992-0037_2989-138028-0034,27,M,2989,F
6078-54007-0006_4018-107312-0020,6078,F,4018,M
6454-107462-0011_4340-15220-0022,6454,M,4340,F
911-128684-0001_40-222-0067,911,M,40,F
5561-41615-0031_5867-48852-0055,5561,F,5867,F
307-127540-0000_8425-291444-0003,307,M,8425,M
887-123290-0013_83-9960-0009,887,F,83,F
6437-66173-0034_4088-158077-0064,6437,M,4088,F
1723-141149-0045_32-21634-0009,1723,M,32,F
7278-104730-0035_2764-36619-0021,7278,M,2764,F
4441-76262-0014_1578-140045-0028,4441,M,1578,F
5163-18515-0029_6078-54013-0071,5163,F,6078,F
4813-248641-0048_8580-287363-0002,4813,M,8580,M
7113-86041-0009_8797-294123-0040,7113,F,8797,M
4214-7146-0061_89-219-0064,4214,F,89,F
78-369-0041_5322-7678-0013,78,M,5322,M
4680-16041-0016_3857-182315-0030,4680,F,3857,M
7367-86737-0109_887-123291-0038,7367,M,887,F
625-132112-0049_696-93314-0022,625,M,696,F
8098-278278-0006_909-131041-0027,8098,M,909,M
445-123860-0000_3526-176653-0001,445,M,3526,F
8630-305213-0010_8095-274346-0002,8630,M,8095,M
3879-173592-0004_1455-134435-0005,3879,F,1455,M
211-122425-0004_2391-145015-0094,211,F,2391,F
7794-295947-0046_2910-131096-0006,7794,F,2910,F
831-130739-0002_2007-132570-0011,831,M,2007,F
831-130739-0018_1081-125237-0000,831,M,1081,M
5867-48852-0102_587-54108-0023,5867,F,587,F
226-131532-0004_8063-274112-0005,226,F,8063,M
328-129766-0074_4214-7146-0076,328,F,4214,F
1116-137572-0037_4137-11701-0046,1116,F,4137,F
8324-286681-0002_1841-159771-0008,8324,F,1841,F
8098-275181-0025_4481-17498-0045,8098,M,4481,F
6209-34600-0014_60-121082-0031,6209,M,60,M
1363-135842-0020_196-122150-0031,1363,F,196,M
4397-15668-0004_4051-11218-0021,4397,M,4051,F
4830-25898-0044_302-123523-0018,4830,M,302,F
4406-16882-0059_4014-186176-0034,4406,M,4014,M
7302-86815-0059_6147-34606-0004,7302,F,6147,F
5750-100289-0071_2289-152258-0033,5750,M,2289,M
7264-92316-0025_5322-7679-0000,7264,M,5322,M
2136-5140-0000_5561-41615-0026,2136,M,5561,F
4406-16883-0016_3879-173592-0032,4406,M,3879,F
3607-29116-0045_7635-105409-0045,3607,M,7635,F
311-124404-0050_125-121124-0088,311,M,125,F
3486-166446-0037_7780-274562-0073,3486,M,7780,F
3168-173565-0049_4051-11218-0053,3168,M,4051,F
909-131044-0023_6848-252322-0014,909,M,6848,M
2518-154825-0028_1841-179183-0027,2518,M,1841,F
8108-274318-0044_2007-132570-0019,8108,M,2007,F
2518-154825-0044_445-123857-0032,2518,M,445,M
1553-140047-0011_7113-86041-0056,1553,F,7113,F
2384-152900-0025_441-128982-0006,2384,M,441,F
5339-14134-0056_3982-178459-0063,5339,F,3982,F
839-130898-0055_2182-150130-0011,839,M,2182,F
1578-140049-0015_2764-36616-0027,1578,F,2764,F
5022-29405-0035_7859-102518-0033,5022,F,7859,F
7278-246956-0014_587-41611-0023,7278,M,587,F
4788-94904-0017_5688-15787-0007,4788,M,5688,F
1737-148989-0008_6529-62556-0007,1737,F,6529,M
125-121124-0070_5390-30102-0013,125,F,5390,M
4088-158077-0017_3607-135982-0003,4088,F,3607,M
3235-28433-0011_8425-287387-0016,3235,F,8425,M
7226-86964-0036_4406-16882-0028,7226,M,4406,M
4898-20016-0008_19-227-0063,4898,M,19,F
8123-275209-0032_1081-125237-0016,8123,F,1081,M
887-123290-0028_2989-138035-0054,887,F,2989,F
8609-283227-0050_4481-17498-0015,8609,M,4481,F
5463-39174-0041_7312-92432-0013,5463,M,7312,M
5678-43301-0001_3830-12531-0007,5678,M,3830,M
1069-133699-0043_226-131533-0008,1069,F,226,F
4160-11549-0015_3242-67168-0022,4160,F,3242,M
1246-124548-0029_6181-216552-0096,1246,F,6181,M
6385-34655-0013_1926-143879-0008,6385,F,1926,F
458-126305-0016_911-128684-0063,458,M,911,M
1578-140045-0011_3486-166446-0009,1578,F,3486,M
4267-78186-0000_211-122425-0081,4267,M,211,F
8014-112586-0006_8468-294887-0041,8014,F,8468,F
8312-279790-0030_8063-274117-0009,8312,F,8063,M
4481-17499-0037_8629-261139-0047,4481,F,8629,M
8425-287387-0024_8770-295462-0006,8425,M,8770,M
4680-16041-0014_1723-141149-0050,4680,F,1723,M
26-495-0061_233-134440-0053,26,M,233,M
4137-11701-0007_5393-19218-0034,4137,F,5393,F
8425-292520-0011_1624-168623-0024,8425,M,1624,M
7302-86815-0055_2092-145709-0007,7302,F,2092,F
298-126791-0067_5789-70653-0007,298,F,5789,F
405-130895-0025_211-122425-0038,405,M,211,F
3699-19401-0023_8123-275209-0016,3699,M,8123,F
831-130739-0007_5390-30102-0022,831,M,5390,M
2518-154826-0001_2691-156755-0028,2518,M,2691,F
6529-62556-0018_6531-61334-0090,6529,M,6531,F
445-123860-0010_374-180298-0041,445,M,374,M
4788-94904-0037_8770-295465-0036,4788,M,8770,M
1363-139304-0027_1502-122615-0025,1363,F,1502,F
1926-143879-0030_3374-298025-0006,1926,F,3374,M
125-121342-0006_1235-135883-0028,125,F,1235,M
2817-142371-0041_2518-154826-0050,2817,F,2518,M
8108-280354-0027_4051-10927-0000,8108,M,4051,F
6529-62556-0028_307-127539-0003,6529,M,307,M
4340-15220-0070_1594-135914-0000,4340,F,1594,M
3607-135982-0043_1841-150351-0029,3607,M,1841,F
311-124404-0090_1926-143879-0021,311,M,1926,F
2159-179156-0035_831-130739-0052,2159,M,831,M
441-130108-0015_5390-24512-0027,441,F,5390,M
7113-86041-0047_40-222-0034,7113,F,40,F
7067-76048-0038_3240-131231-0021,7067,M,3240,M
1355-39947-0082_7367-86737-0043,1355,M,7367,M
8312-279791-0023_6836-76549-0007,8312,F,6836,M
1992-141719-0022_3214-167602-0028,1992,F,3214,M
6437-66172-0011_460-172357-0013,6437,M,460,M
7078-271888-0029_5022-29405-0043,7078,F,5022,F
5322-7678-0025_3242-8112-0026,5322,M,3242,M
5456-62043-0036_4195-186238-0014,5456,M,4195,F
1737-148989-0022_3240-131231-0025,1737,F,3240,M
8063-274115-0036_4853-27670-0033,8063,M,4853,F
4830-25898-0003_103-1240-0005,4830,M,103,F
322-124147-0053_1502-122619-0045,322,F,1502,F
3983-5371-0012_4406-16883-0012,3983,F,4406,M
5049-25947-0109_5703-47198-0038,5049,M,5703,M
625-132118-0039_412-126975-0037,625,M,412,M
6147-34606-0009_2159-179154-0028,6147,F,2159,M
4853-27671-0037_8324-286681-0023,4853,F,8324,F
8088-284756-0111_7517-100429-0011,8088,M,7517,F
83-3054-0010_441-130108-0030,83,F,441,F
8797-294123-0006_201-127786-0073,8797,M,201,M
3259-158083-0030_5678-43303-0037,3259,F,5678,M
405-130894-0056_2436-2477-0017,405,M,2436,M
1594-135914-0126_8425-291444-0000,1594,M,8425,M
1098-133695-0084_198-126831-0036,1098,F,198,F
4481-17499-0026_3242-67168-0017,4481,F,3242,M
125-121124-0028_3982-178459-0045,125,F,3982,F
5390-30102-0028_8088-284756-0109,5390,M,8088,M
248-130644-0000_6081-42010-0009,248,F,6081,M
3879-174923-0043_2910-131096-0017,3879,F,2910,F
3664-178366-0014_5390-30096-0009,3664,M,5390,M
8098-278252-0018_730-360-0033,8098,M,730,F
481-123719-0018_3947-13260-0025,481,M,3947,F
7264-92316-0007_3807-4955-0016,7264,M,3807,M
5652-39938-0043_2952-410-0006,5652,F,2952,M
4214-7146-0047_2384-152900-0064,4214,F,2384,M
8123-275216-0043_40-222-0033,8123,F,40,F
1034-121119-0084_446-123501-0010,1034,M,446,M
4051-11217-0031_7794-295947-0011,4051,F,7794,F
2136-5140-0039_3664-178355-0023,2136,M,3664,M
8063-274116-0003_4898-28461-0035,8063,M,4898,M
669-129061-0008_7402-90848-0003,669,F,7402,M
1594-135914-0092_403-216-0019,1594,M,403,F
6563-63821-0020_103-1240-0014,6563,M,103,F
8324-286681-0006_6476-57446-0028,8324,F,6476,F
1088-134318-0015_412-126975-0029,1088,F,412,M
1594-135914-0065_3214-167607-0030,1594,M,3214,M
2416-152139-0051_4214-7146-0066,2416,F,4214,F
6272-70168-0032_909-131044-0024,6272,F,909,M
1578-6379-0006_1183-124566-0001,1578,F,1183,F
6476-57446-0018_201-122255-0016,6476,F,201,M
4898-20016-0000_5514-19193-0018,4898,M,5514,F
458-126290-0015_5750-35690-0008,458,M,5750,M
2289-152258-0023_1363-135842-0005,2289,M,1363,F
8095-274348-0002_5022-29405-0032,8095,M,5022,F
125-121124-0031_2691-156755-0025,125,F,2691,F
1040-133433-0011_8014-280382-0008,1040,M,8014,F
198-129977-0001_2196-170379-0019,198,F,2196,F
328-129766-0089_6529-62556-0036,328,F,6529,M
233-155990-0005_118-47824-0037,233,M,118,M
8312-279791-0007_7078-271888-0058,8312,F,7078,F
6064-56165-0007_5390-30096-0014,6064,F,5390,M
5652-19215-0005_4640-19187-0016,5652,F,4640,F
5456-62014-0014_198-126831-0023,5456,M,198,F
1363-139304-0031_4018-107338-0011,1363,F,4018,M
3723-171631-0055_405-130894-0061,3723,M,405,M
6147-34605-0026_8468-286673-0039,6147,F,8468,F
6000-86686-0005_150-126107-0036,6000,F,150,F
8425-291444-0010_3486-166424-0003,8425,M,3486,M
4813-248641-0011_6818-76332-0034,4813,M,6818,F
1088-129236-0021_4297-13009-0061,1088,F,4297,F
6081-41998-0011_6064-300880-0034,6081,M,6064,F
4788-294466-0017_3374-298026-0029,4788,M,3374,M
6563-63821-0033_6367-74004-0001,6563,M,6367,M
1841-179183-0026_1069-133699-0044,1841,F,1069,F
3699-19402-0005_6181-216552-0110,3699,M,6181,M
831-130739-0056_6147-34606-0012,831,M,6147,F
6848-252323-0009_103-1240-0048,6848,M,103,F
1841-159771-0004_1098-133695-0028,1841,F,1098,F
1098-133695-0068_8975-270782-0030,1098,F,8975,F
3664-11714-0016_7302-86815-0030,3664,M,7302,F
1081-125237-0087_4406-16882-0019,1081,M,4406,M
4051-11217-0002_1502-122619-0089,4051,F,1502,F
2989-138035-0059_8419-286667-0004,2989,F,8419,M
4014-186176-0038_2159-179154-0006,4014,M,2159,M
3807-4923-0045_4267-287369-0015,3807,M,4267,M
1970-28415-0013_311-124404-0030,1970,F,311,M
696-93314-0020_3214-167602-0012,696,F,3214,M
6529-62556-0042_3982-182255-0040,6529,M,3982,F
7447-91186-0033_3440-171006-0028,7447,M,3440,F
1898-145724-0013_8609-262281-0030,1898,F,8609,M
839-130898-0070_4160-11550-0020,839,M,4160,F
1867-154075-0036_6415-100596-0014,1867,M,6415,F
441-128982-0022_5514-19192-0006,441,F,5514,F
8838-298546-0008_4441-76263-0015,8838,M,4441,M
8975-270782-0045_254-27760-0032,8975,F,254,M
4680-16041-0034_3947-13262-0029,4680,F,3947,F
2136-5140-0032_3857-182315-0043,2136,M,3857,M
3112-9555-0060_2514-149482-0041,3112,F,2514,M
4340-15220-0090_7067-76047-0037,4340,F,7067,M
83-11691-0004_4362-15663-0085,83,F,4362,F
60-121082-0035_4267-72637-0032,60,M,4267,M
481-123719-0001_4830-25904-0013,481,M,4830,M
5104-33407-0003_1363-135842-0042,5104,M,1363,F
328-129766-0040_4830-25904-0034,328,F,4830,M
150-132655-0013_8098-275181-0028,150,F,8098,M
1081-125237-0086_1578-140049-0000,1081,M,1578,F
6181-216552-0088_7402-90848-0037,6181,M,7402,M
3235-28452-0018_7278-91083-0005,3235,F,7278,M
32-21625-0002_887-123291-0001,32,F,887,F
4680-16042-0008_5322-7680-0011,4680,F,5322,M
248-130697-0016_1069-133699-0024,248,F,1069,F
3112-9555-0084_4018-103416-0007,3112,F,4018,M
4640-19188-0003_2893-139322-0032,4640,F,2893,M
2989-138035-0050_2514-149482-0008,2989,F,2514,M
5678-43301-0009_118-47824-0010,5678,M,118,M
3879-174923-0045_1992-141719-0037,3879,F,1992,F
5456-62043-0000_3214-167607-0016,5456,M,3214,M
5456-62043-0017_4898-28461-0050,5456,M,4898,M
8014-112586-0007_1743-142913-0004,8014,F,1743,M
2952-410-0028_27-123349-0046,2952,M,27,M
446-123501-0011_5688-41232-0031,446,M,5688,F
2196-170151-0015_5022-29411-0068,2196,F,5022,F
3830-12535-0022_2289-152254-0023,3830,M,2289,M
7278-246956-0000_4406-16882-0041,7278,M,4406,M
8465-246940-0008_6437-66172-0018,8465,F,6437,M
6880-216547-0044_458-126305-0026,6880,M,458,M
7635-105409-0067_8312-279790-0001,7635,F,8312,F
7148-82991-0020_1069-133699-0012,7148,F,1069,F
7780-274562-0044_5022-29411-0047,7780,F,5022,F
3486-166446-0038_2416-152139-0062,3486,M,2416,F
4051-10927-0001_7517-100437-0026,4051,F,7517,F
8465-246943-0010_332-128985-0059,8465,F,332,M
1069-133699-0041_1553-140047-0037,1069,F,1553,F
7367-86737-0117_6476-57446-0073,7367,M,6476,F
8465-246940-0007_4137-11701-0043,8465,F,4137,F
7517-100429-0000_4051-11218-0035,7517,F,4051,F
2436-2477-0015_3214-167606-0017,2436,M,3214,M
3699-19402-0006_4160-11550-0029,3699,M,4160,F
8975-270782-0027_7078-271888-0095,8975,F,7078,F
1553-140048-0049_441-128988-0025,1553,F,441,F
4214-7146-0052_403-216-0013,4214,F,403,F
3830-12530-0009_2196-170151-0013,3830,M,2196,F
6019-3185-0014_3607-135982-0026,6019,M,3607,M
3374-298032-0026_8063-274112-0002,3374,M,8063,M
1447-17506-0016_7278-246956-0029,1447,F,7278,M
5678-43302-0008_7447-91186-0015,5678,M,7447,M
3374-298032-0036_60-121082-0076,3374,M,60,M
831-130746-0014_8580-287364-0048,831,M,8580,M
4088-158077-0025_8468-294887-0001,4088,F,8468,F
3982-178459-0035_1447-130552-0001,3982,F,1447,F
4853-27670-0029_5339-14134-0006,4853,F,5339,F
6529-62554-0048_5049-25947-0006,6529,M,5049,M
7780-274562-0080_40-222-0051,7780,F,40,F
374-180298-0014_1553-140048-0017,374,M,1553,F
8419-286667-0003_458-126305-0002,8419,M,458,M
1992-141719-0046_4362-15663-0093,1992,F,4362,F
8238-274553-0022_2910-131096-0019,8238,F,2910,F
911-130578-0013_7178-34644-0072,911,M,7178,F
426-122821-0008_8609-283227-0003,426,F,8609,M
4640-19187-0030_6818-76332-0032,4640,F,6818,F
7800-283478-0013_8838-298546-0033,7800,F,8838,M
1553-140048-0048_1098-133695-0086,1553,F,1098,F
3807-4955-0035_5022-29411-0043,3807,M,5022,F
302-123516-0026_1363-135842-0012,302,F,1363,F
7059-88364-0002_839-130898-0007,7059,F,839,M
1034-121119-0008_87-121553-0092,1034,M,87,F
4859-29340-0001_5393-19219-0001,4859,M,5393,F
5789-70653-0008_3486-166424-0050,5789,F,3486,M
8425-292520-0012_6818-76332-0003,8425,M,6818,F
211-122442-0075_5688-41232-0008,211,F,5688,F
5463-39173-0002_1235-135883-0020,5463,M,1235,M
322-124147-0070_60-121082-0054,322,F,60,M
5339-14134-0072_5778-54535-0035,5339,F,5778,F
7505-258958-0005_2002-139469-0069,7505,M,2002,M
1088-134318-0020_83-11691-0026,1088,F,83,F
3699-47246-0006_911-128684-0053,3699,M,911,M
887-123289-0024_3723-171115-0050,887,F,3723,M
8425-246962-0013_6563-63821-0024,8425,M,6563,M
4441-76262-0007_4160-14187-0024,4441,M,4160,F
4267-287369-0022_87-121553-0001,4267,M,87,F
26-495-0052_6925-80680-0044,26,M,6925,M
2691-156745-0024_1098-133695-0036,2691,F,1098,F
6078-54013-0068_1183-133255-0002,6078,F,1183,F
2384-152900-0020_7059-77897-0015,2384,M,7059,F
7178-34645-0035_8312-279791-0008,7178,F,8312,F
6476-96661-0008_8465-246947-0012,6476,F,8465,F
2002-139469-0022_1553-140047-0033,2002,M,1553,F
6454-93938-0008_441-128988-0013,6454,M,441,F
5456-58161-0006_4481-17498-0013,5456,M,4481,F
3947-13262-0030_8465-246947-0014,3947,F,8465,F
118-121721-0004_403-216-0005,118,M,403,F
426-122819-0022_4214-7146-0039,426,F,4214,F
3214-167607-0034_87-121553-0097,3214,M,87,F
2002-139469-0080_426-122819-0032,2002,M,426,F
8747-293952-0009_7859-102518-0030,8747,M,7859,F
2836-5354-0029_403-128339-0000,2836,F,403,F
1088-134318-0003_1183-133255-0007,1088,F,1183,F
201-127786-0063_1263-141777-0041,201,M,1263,F
226-131532-0028_87-121553-0044,226,F,87,F
446-123501-0057_7264-92310-0007,446,M,7264,M
5778-54535-0040_3947-13262-0028,5778,F,3947,F
6415-100596-0015_6385-34669-0018,6415,F,6385,F
2514-149482-0070_8123-275209-0020,2514,M,8123,F
911-128684-0049_1841-179183-0011,911,M,1841,F
3168-173565-0029_8425-287387-0022,3168,M,8425,M
5456-62043-0015_5688-15787-0017,5456,M,5688,F
3440-171006-0014_7312-92432-0003,3440,F,7312,M
8838-298545-0026_3807-4923-0035,8838,M,3807,M
2384-152900-0068_211-122425-0032,2384,M,211,F
1183-133256-0010_8629-261140-0034,1183,F,8629,M
6880-216547-0074_1183-133256-0018,6880,M,1183,F
8014-112602-0040_5703-47198-0026,8014,F,5703,M
2514-149482-0025_1723-141149-0040,2514,M,1723,M
831-130746-0034_7190-90542-0044,831,M,7190,M
201-122255-0026_6437-66173-0019,201,M,6437,M
460-172357-0011_4788-94904-0021,460,M,4788,M
2289-152257-0008_3983-5371-0008,2289,M,3983,F
8797-294123-0039_1578-6379-0040,8797,M,1578,F
78-369-0013_3947-13260-0044,78,M,3947,F
2893-139310-0001_3526-175658-0003,2893,M,3526,F
8465-246943-0026_3242-67153-0010,8465,F,3242,M
2691-156745-0018_8123-275216-0005,2691,F,8123,F
6454-107462-0035_3235-28452-0005,6454,M,3235,F
3830-12530-0007_2691-156745-0002,3830,M,2691,F
3982-178459-0026_1235-135883-0037,3982,F,1235,M
730-359-0005_8324-286683-0014,730,F,8324,F
150-126112-0010_445-123857-0015,150,F,445,M
1502-122615-0036_4680-16026-0008,1502,F,4680,F
5104-33406-0009_8630-305212-0007,5104,M,8630,M
6367-74004-0013_3259-158083-0032,6367,M,3259,F
7078-271888-0043_1263-138246-0005,7078,F,1263,F
6531-61334-0044_39-121914-0011,6531,F,39,F
3982-178459-0057_412-126975-0060,3982,F,412,M
7190-90542-0010_8108-280359-0004,7190,M,8108,M
1263-141777-0030_3830-12531-0022,1263,F,3830,M
1737-148989-0021_78-369-0048,1737,F,78,M
7178-34644-0074_201-127786-0028,7178,F,201,M
4859-26870-0015_7226-86965-0016,4859,M,7226,M
2289-152258-0003_2518-154825-0031,2289,M,2518,M
887-123289-0025_7511-102420-0037,887,F,7511,F
2416-152137-0027_909-131044-0003,2416,F,909,M
8580-287364-0040_8095-274348-0013,8580,M,8095,M
254-145458-0020_8312-279790-0017,254,M,8312,F
1970-10594-0002_7178-34645-0036,1970,F,7178,F
1334-135589-0103_2092-145706-0031,1334,M,2092,F
2384-152900-0012_4160-11549-0005,2384,M,4160,F
1963-142776-0032_8419-286676-0024,1963,F,8419,M
1723-141149-0001_4362-15663-0059,1723,M,4362,F
2817-142371-0065_8975-270782-0100,2817,F,8975,F
2289-152257-0006_8580-287364-0028,2289,M,8580,M
2391-145015-0050_198-126831-0039,2391,F,198,F
302-123504-0026_8123-275209-0017,302,F,8123,F
6454-107462-0034_332-128985-0029,6454,M,332,M
2384-152900-0051_887-123290-0031,2384,M,887,F
6272-70168-0014_6209-34601-0026,6272,F,6209,M
4018-107312-0030_2007-132570-0016,4018,M,2007,F
8425-287387-0030_196-122152-0023,8425,M,196,M
1447-130551-0034_89-219-0059,1447,F,89,F
1455-138263-0017_39-121915-0027,1455,M,39,F
2384-152900-0075_887-123291-0000,2384,M,887,F
2836-5354-0005_4898-28461-0057,2836,F,4898,M
6437-66173-0053_8747-293952-0013,6437,M,8747,M
6531-61334-0029_8238-274553-0003,6531,F,8238,F
8324-286683-0005_4051-11217-0035,8324,F,4051,F
1867-148436-0017_4014-186183-0001,1867,M,4014,M
2007-132570-0043_2416-152139-0008,2007,F,2416,F
1334-135589-0052_6019-3185-0057,1334,M,6019,M
150-126112-0008_4267-72637-0007,150,F,4267,M
8630-305213-0014_3440-171009-0026,8630,M,3440,F
6181-216552-0095_4788-94904-0038,6181,M,4788,M
839-130898-0095_32-21631-0018,839,M,32,F
3242-8112-0036_198-126831-0012,3242,M,198,F
8051-119902-0006_8098-278278-0022,8051,F,8098,M
7635-105409-0001_1841-159771-0003,7635,F,1841,F
1926-147979-0007_7059-77900-0005,1926,F,7059,F
696-92939-0033_446-123502-0040,696,F,446,M
1992-141719-0043_200-126784-0026,1992,F,200,F
5104-33406-0030_7078-271888-0056,5104,M,7078,F
7302-86814-0038_8226-274369-0042,7302,F,8226,M
374-180298-0000_5104-33406-0056,374,M,5104,M
2136-5147-0036_5463-39173-0026,2136,M,5463,M
26-495-0026_7511-102420-0002,26,M,7511,F
